"Stunden","FR.stadteinwärts","FR.stadtauswärts","noOfBikes","Wetter","temp","wind","date","year","month","day","weekday","hour"
"8/9/2016 8:00",388,204,592,"Klarer Himmel",15,11,2016-08-09 08:00:00,2016,8,9,"Tues",8
"8/9/2016 9:00",331,225,556,"wolkig",15,17,2016-08-09 09:00:00,2016,8,9,"Tues",9
"8/9/2016 10:00",305,198,503,"wolkig",15,15,2016-08-09 10:00:00,2016,8,9,"Tues",10
"8/9/2016 11:00",347,201,548,"wolkig",16,13,2016-08-09 11:00:00,2016,8,9,"Tues",11
"8/9/2016 12:00",264,250,514,"teilweise bewölkt",17,15,2016-08-09 12:00:00,2016,8,9,"Tues",12
"8/9/2016 13:00",270,241,511,"teilweise bewölkt",18,19,2016-08-09 13:00:00,2016,8,9,"Tues",13
"8/9/2016 14:00",336,260,596,"wolkig",16,24,2016-08-09 14:00:00,2016,8,9,"Tues",14
"8/9/2016 15:00",256,353,609,"wolkig",18,17,2016-08-09 15:00:00,2016,8,9,"Tues",15
"8/9/2016 16:00",320,422,742,"wolkig",17,17,2016-08-09 16:00:00,2016,8,9,"Tues",16
"8/9/2016 17:00",343,440,783,"wolkig",16,17,2016-08-09 17:00:00,2016,8,9,"Tues",17
"8/9/2016 18:00",339,442,781,"wolkig",16,11,2016-08-09 18:00:00,2016,8,9,"Tues",18
"8/9/2016 19:00",267,307,574,"teilweise bewölkt",16,15,2016-08-09 19:00:00,2016,8,9,"Tues",19
"8/9/2016 20:00",172,244,416,"wolkig",13,4,2016-08-09 20:00:00,2016,8,9,"Tues",20
"8/9/2016 21:00",125,166,291,"Klarer Himmel",14,7,2016-08-09 21:00:00,2016,8,9,"Tues",21
"8/9/2016 22:00",106,174,280,"Klarer Himmel",13,7,2016-08-09 22:00:00,2016,8,9,"Tues",22
"8/9/2016 23:00",64,121,185,"Regen",13,9,2016-08-09 23:00:00,2016,8,9,"Tues",23
"8/10/2016 0:00",33,92,125,"wolkig",13,6,2016-08-10 00:00:00,2016,8,10,"Wed",0
"8/10/2016 1:00",22,52,74,"wolkig",12,9,2016-08-10 01:00:00,2016,8,10,"Wed",1
"8/10/2016 2:00",7,32,39,"Regen",12,7,2016-08-10 02:00:00,2016,8,10,"Wed",2
"8/10/2016 3:00",6,13,19,"Regen",11,7,2016-08-10 03:00:00,2016,8,10,"Wed",3
"8/10/2016 4:00",6,2,8,"Regen",11,6,2016-08-10 04:00:00,2016,8,10,"Wed",4
"8/10/2016 5:00",27,15,42,"Regen",10,7,2016-08-10 05:00:00,2016,8,10,"Wed",5
"8/10/2016 6:00",96,25,121,"Klarer Himmel",10,7,2016-08-10 06:00:00,2016,8,10,"Wed",6
"8/10/2016 7:00",263,95,358,"wolkig",11,7,2016-08-10 07:00:00,2016,8,10,"Wed",7
"8/10/2016 8:00",399,196,595,"teilweise bewölkt",12,15,2016-08-10 08:00:00,2016,8,10,"Wed",8
"8/10/2016 9:00",347,174,521,"teilweise bewölkt",13,13,2016-08-10 09:00:00,2016,8,10,"Wed",9
"8/10/2016 10:00",323,218,541,"teilweise bewölkt",14,17,2016-08-10 10:00:00,2016,8,10,"Wed",10
"8/10/2016 11:00",366,177,543,"teilweise bewölkt",16,15,2016-08-10 11:00:00,2016,8,10,"Wed",11
"8/10/2016 12:00",326,268,594,"Regen",17,22,2016-08-10 12:00:00,2016,8,10,"Wed",12
"8/10/2016 13:00",250,268,518,"Regen",14,13,2016-08-10 13:00:00,2016,8,10,"Wed",13
"8/10/2016 14:00",247,319,566,"Regen",15,20,2016-08-10 14:00:00,2016,8,10,"Wed",14
"8/10/2016 15:00",221,284,505,"Regen",13,19,2016-08-10 15:00:00,2016,8,10,"Wed",15
"8/10/2016 16:00",273,282,555,"Regen",13,7,2016-08-10 16:00:00,2016,8,10,"Wed",16
"8/10/2016 17:00",415,450,865,"Regen",14,9,2016-08-10 17:00:00,2016,8,10,"Wed",17
"8/10/2016 18:00",306,349,655,"teilweise bewölkt",15,9,2016-08-10 18:00:00,2016,8,10,"Wed",18
"8/10/2016 19:00",252,309,561,"teilweise bewölkt",14,4,2016-08-10 19:00:00,2016,8,10,"Wed",19
"8/10/2016 20:00",199,253,452,"Klarer Himmel",12,2,2016-08-10 20:00:00,2016,8,10,"Wed",20
"8/10/2016 21:00",139,238,377,"Nebel",10,2,2016-08-10 21:00:00,2016,8,10,"Wed",21
"8/10/2016 22:00",108,188,296,"Nebel",9,4,2016-08-10 22:00:00,2016,8,10,"Wed",22
"8/10/2016 23:00",93,146,239,"Klarer Himmel",8,2,2016-08-10 23:00:00,2016,8,10,"Wed",23
"8/11/2016 0:00",72,92,164,"Klarer Himmel",8,2,2016-08-11 00:00:00,2016,8,11,"Thurs",0
"8/11/2016 1:00",54,80,134,"Nebel",7,0,2016-08-11 01:00:00,2016,8,11,"Thurs",1
"8/11/2016 2:00",38,42,80,"Nebel",7,2,2016-08-11 02:00:00,2016,8,11,"Thurs",2
"8/11/2016 3:00",10,42,52,"Nebel",6,0,2016-08-11 03:00:00,2016,8,11,"Thurs",3
"8/11/2016 4:00",21,35,56,"Nebel",6,4,2016-08-11 04:00:00,2016,8,11,"Thurs",4
"8/11/2016 5:00",40,26,66,"Nebel",6,4,2016-08-11 05:00:00,2016,8,11,"Thurs",5
"8/11/2016 6:00",94,54,148,"Nebel",7,4,2016-08-11 06:00:00,2016,8,11,"Thurs",6
"8/11/2016 7:00",230,121,351,"Klarer Himmel",9,6,2016-08-11 07:00:00,2016,8,11,"Thurs",7
"8/11/2016 8:00",427,186,613,"Klarer Himmel",10,11,2016-08-11 08:00:00,2016,8,11,"Thurs",8
"8/11/2016 9:00",287,172,459,"Klarer Himmel",11,13,2016-08-11 09:00:00,2016,8,11,"Thurs",9
"8/11/2016 10:00",237,194,431,"Regen",13,15,2016-08-11 10:00:00,2016,8,11,"Thurs",10
"8/11/2016 11:00",240,188,428,"Regen",14,20,2016-08-11 11:00:00,2016,8,11,"Thurs",11
"8/11/2016 12:00",231,208,439,"wolkig",14,19,2016-08-11 12:00:00,2016,8,11,"Thurs",12
"8/11/2016 13:00",266,231,497,"Regen",15,19,2016-08-11 13:00:00,2016,8,11,"Thurs",13
"8/11/2016 14:00",249,288,537,"Regen",14,19,2016-08-11 14:00:00,2016,8,11,"Thurs",14
"8/11/2016 15:00",219,243,462,"Regen",13,28,2016-08-11 15:00:00,2016,8,11,"Thurs",15
"8/11/2016 16:00",247,324,571,"Regen",13,22,2016-08-11 16:00:00,2016,8,11,"Thurs",16
"8/11/2016 17:00",259,338,597,"Regen",13,20,2016-08-11 17:00:00,2016,8,11,"Thurs",17
"8/11/2016 18:00",254,305,559,"Regen",13,19,2016-08-11 18:00:00,2016,8,11,"Thurs",18
"8/11/2016 19:00",153,205,358,"Regen",13,17,2016-08-11 19:00:00,2016,8,11,"Thurs",19
"8/11/2016 20:00",144,180,324,"Regen",13,15,2016-08-11 20:00:00,2016,8,11,"Thurs",20
"8/11/2016 21:00",59,122,181,"Regen",13,17,2016-08-11 21:00:00,2016,8,11,"Thurs",21
"8/11/2016 22:00",48,88,136,"Regen",13,15,2016-08-11 22:00:00,2016,8,11,"Thurs",22
"8/11/2016 23:00",59,88,147,"Regen",14,15,2016-08-11 23:00:00,2016,8,11,"Thurs",23
"8/12/2016 0:00",40,56,96,"Regen",14,15,2016-08-12 00:00:00,2016,8,12,"Fri",0
"8/12/2016 1:00",39,35,74,"Regen",14,15,2016-08-12 01:00:00,2016,8,12,"Fri",1
"8/12/2016 2:00",3,21,24,"Regen",14,11,2016-08-12 02:00:00,2016,8,12,"Fri",2
"8/12/2016 3:00",10,29,39,"Regen",15,15,2016-08-12 03:00:00,2016,8,12,"Fri",3
"8/12/2016 4:00",11,27,38,"Regen",15,13,2016-08-12 04:00:00,2016,8,12,"Fri",4
"8/12/2016 5:00",26,30,56,"Regen",16,13,2016-08-12 05:00:00,2016,8,12,"Fri",5
"8/12/2016 6:00",67,36,103,"Regen",16,13,2016-08-12 06:00:00,2016,8,12,"Fri",6
"8/12/2016 7:00",229,107,336,"Regen",17,13,2016-08-12 07:00:00,2016,8,12,"Fri",7
"8/12/2016 8:00",300,149,449,"Regen",17,15,2016-08-12 08:00:00,2016,8,12,"Fri",8
"8/12/2016 9:00",209,130,339,"Regen",17,15,2016-08-12 09:00:00,2016,8,12,"Fri",9
"8/12/2016 10:00",179,131,310,"Regen",17,15,2016-08-12 10:00:00,2016,8,12,"Fri",10
"8/12/2016 11:00",235,165,400,"Regen",18,19,2016-08-12 11:00:00,2016,8,12,"Fri",11
"8/12/2016 12:00",215,213,428,"wolkig",19,24,2016-08-12 12:00:00,2016,8,12,"Fri",12
"8/12/2016 13:00",221,202,423,"wolkig",20,24,2016-08-12 13:00:00,2016,8,12,"Fri",13
"8/12/2016 14:00",219,261,480,"wolkig",21,28,2016-08-12 14:00:00,2016,8,12,"Fri",14
"8/12/2016 15:00",265,249,514,"wolkig",21,26,2016-08-12 15:00:00,2016,8,12,"Fri",15
"8/12/2016 16:00",238,274,512,"wolkig",20,26,2016-08-12 16:00:00,2016,8,12,"Fri",16
"8/12/2016 17:00",243,278,521,"wolkig",21,13,2016-08-12 17:00:00,2016,8,12,"Fri",17
"8/12/2016 18:00",269,276,545,"wolkig",21,13,2016-08-12 18:00:00,2016,8,12,"Fri",18
"8/12/2016 19:00",265,187,452,"wolkig",21,15,2016-08-12 19:00:00,2016,8,12,"Fri",19
"8/12/2016 20:00",236,195,431,"wolkig",20,7,2016-08-12 20:00:00,2016,8,12,"Fri",20
"8/12/2016 21:00",159,148,307,"teilweise bewölkt",19,6,2016-08-12 21:00:00,2016,8,12,"Fri",21
"8/12/2016 22:00",139,134,273,"teilweise bewölkt",17,7,2016-08-12 22:00:00,2016,8,12,"Fri",22
"8/12/2016 23:00",94,106,200,"teilweise bewölkt",17,7,2016-08-12 23:00:00,2016,8,12,"Fri",23
"8/13/2016 0:00",93,126,219,"teilweise bewölkt",17,9,2016-08-13 00:00:00,2016,8,13,"Sat",0
"8/13/2016 1:00",63,143,206,"wolkig",17,11,2016-08-13 01:00:00,2016,8,13,"Sat",1
"8/13/2016 2:00",33,93,126,"teilweise bewölkt",16,11,2016-08-13 02:00:00,2016,8,13,"Sat",2
"8/13/2016 3:00",23,74,97,"teilweise bewölkt",16,11,2016-08-13 03:00:00,2016,8,13,"Sat",3
"8/13/2016 4:00",17,47,64,"teilweise bewölkt",16,11,2016-08-13 04:00:00,2016,8,13,"Sat",4
"8/13/2016 5:00",31,31,62,"Klarer Himmel",16,11,2016-08-13 05:00:00,2016,8,13,"Sat",5
"8/13/2016 6:00",41,35,76,"Klarer Himmel",16,11,2016-08-13 06:00:00,2016,8,13,"Sat",6
"8/13/2016 7:00",62,15,77,"wolkig",16,15,2016-08-13 07:00:00,2016,8,13,"Sat",7
"8/13/2016 8:00",94,42,136,"wolkig",17,17,2016-08-13 08:00:00,2016,8,13,"Sat",8
"8/13/2016 9:00",212,77,289,"wolkig",17,15,2016-08-13 09:00:00,2016,8,13,"Sat",9
"8/13/2016 10:00",289,116,405,"wolkig",18,20,2016-08-13 10:00:00,2016,8,13,"Sat",10
"8/13/2016 11:00",293,146,439,"wolkig",18,26,2016-08-13 11:00:00,2016,8,13,"Sat",11
"8/13/2016 12:00",283,200,483,"wolkig",19,22,2016-08-13 12:00:00,2016,8,13,"Sat",12
"8/13/2016 13:00",286,214,500,"wolkig",20,24,2016-08-13 13:00:00,2016,8,13,"Sat",13
"8/13/2016 14:00",261,253,514,"wolkig",21,24,2016-08-13 14:00:00,2016,8,13,"Sat",14
"8/13/2016 15:00",234,232,466,"wolkig",20,24,2016-08-13 15:00:00,2016,8,13,"Sat",15
"8/13/2016 16:00",275,273,548,"wolkig",22,20,2016-08-13 16:00:00,2016,8,13,"Sat",16
"8/13/2016 17:00",205,290,495,"wolkig",21,13,2016-08-13 17:00:00,2016,8,13,"Sat",17
"8/13/2016 18:00",213,309,522,"wolkig",21,19,2016-08-13 18:00:00,2016,8,13,"Sat",18
"8/13/2016 19:00",218,208,426,"wolkig",20,13,2016-08-13 19:00:00,2016,8,13,"Sat",19
"8/13/2016 20:00",180,191,371,"wolkig",20,17,2016-08-13 20:00:00,2016,8,13,"Sat",20
"8/13/2016 21:00",146,136,282,"Regen",19,11,2016-08-13 21:00:00,2016,8,13,"Sat",21
"8/13/2016 22:00",128,119,247,"wolkig",17,6,2016-08-13 22:00:00,2016,8,13,"Sat",22
"8/13/2016 23:00",136,129,265,"wolkig",16,0,2016-08-13 23:00:00,2016,8,13,"Sat",23
"8/14/2016 0:00",91,101,192,"teilweise bewölkt",16,2,2016-08-14 00:00:00,2016,8,14,"Sun",0
"8/14/2016 1:00",83,150,233,"wolkig",15,0,2016-08-14 01:00:00,2016,8,14,"Sun",1
"8/14/2016 2:00",41,81,122,"Nebel",15,0,2016-08-14 02:00:00,2016,8,14,"Sun",2
"8/14/2016 3:00",19,50,69,"Nebel",15,2,2016-08-14 03:00:00,2016,8,14,"Sun",3
"8/14/2016 4:00",12,46,58,"Nebel",15,4,2016-08-14 04:00:00,2016,8,14,"Sun",4
"8/14/2016 5:00",10,30,40,"Nebel",15,2,2016-08-14 05:00:00,2016,8,14,"Sun",5
"8/14/2016 6:00",21,20,41,"Nebel",15,4,2016-08-14 06:00:00,2016,8,14,"Sun",6
"8/14/2016 7:00",25,16,41,"Nebel",15,0,2016-08-14 07:00:00,2016,8,14,"Sun",7
"8/14/2016 8:00",35,23,58,"wolkig",17,4,2016-08-14 08:00:00,2016,8,14,"Sun",8
"8/14/2016 9:00",89,68,157,"wolkig",18,4,2016-08-14 09:00:00,2016,8,14,"Sun",9
"8/14/2016 10:00",131,109,240,"wolkig",19,7,2016-08-14 10:00:00,2016,8,14,"Sun",10
"8/14/2016 11:00",138,121,259,"teilweise bewölkt",19,9,2016-08-14 11:00:00,2016,8,14,"Sun",11
"8/14/2016 12:00",206,168,374,"teilweise bewölkt",20,11,2016-08-14 12:00:00,2016,8,14,"Sun",12
"8/14/2016 13:00",231,161,392,"wolkig",21,15,2016-08-14 13:00:00,2016,8,14,"Sun",13
"8/14/2016 14:00",245,154,399,"teilweise bewölkt",22,6,2016-08-14 14:00:00,2016,8,14,"Sun",14
"8/14/2016 15:00",238,175,413,"teilweise bewölkt",22,11,2016-08-14 15:00:00,2016,8,14,"Sun",15
"8/14/2016 16:00",277,198,475,"teilweise bewölkt",22,7,2016-08-14 16:00:00,2016,8,14,"Sun",16
"8/14/2016 17:00",234,283,517,"wolkig",21,11,2016-08-14 17:00:00,2016,8,14,"Sun",17
"8/14/2016 18:00",206,270,476,"teilweise bewölkt",21,17,2016-08-14 18:00:00,2016,8,14,"Sun",18
"8/14/2016 19:00",167,228,395,"teilweise bewölkt",19,11,2016-08-14 19:00:00,2016,8,14,"Sun",19
"8/14/2016 20:00",129,191,320,"Klarer Himmel",17,9,2016-08-14 20:00:00,2016,8,14,"Sun",20
"8/14/2016 21:00",91,120,211,"Klarer Himmel",16,7,2016-08-14 21:00:00,2016,8,14,"Sun",21
"8/14/2016 22:00",57,96,153,"Klarer Himmel",14,6,2016-08-14 22:00:00,2016,8,14,"Sun",22
"8/14/2016 23:00",36,69,105,"Klarer Himmel",13,4,2016-08-14 23:00:00,2016,8,14,"Sun",23
"8/15/2016 0:00",24,33,57,"Nebel",13,0,2016-08-15 00:00:00,2016,8,15,"Mon",0
"8/15/2016 1:00",22,16,38,"teilweise bewölkt",11,2,2016-08-15 01:00:00,2016,8,15,"Mon",1
"8/15/2016 2:00",6,10,16,"wolkig",12,2,2016-08-15 02:00:00,2016,8,15,"Mon",2
"8/15/2016 3:00",4,3,7,"Klarer Himmel",13,2,2016-08-15 03:00:00,2016,8,15,"Mon",3
"8/15/2016 4:00",11,4,15,"Klarer Himmel",13,4,2016-08-15 04:00:00,2016,8,15,"Mon",4
"8/15/2016 5:00",36,17,53,"Klarer Himmel",13,4,2016-08-15 05:00:00,2016,8,15,"Mon",5
"8/15/2016 6:00",109,57,166,"Klarer Himmel",13,0,2016-08-15 06:00:00,2016,8,15,"Mon",6
"8/15/2016 7:00",274,144,418,"Klarer Himmel",14,2,2016-08-15 07:00:00,2016,8,15,"Mon",7
"8/15/2016 8:00",412,215,627,"teilweise bewölkt",16,7,2016-08-15 08:00:00,2016,8,15,"Mon",8
"8/15/2016 9:00",300,199,499,"teilweise bewölkt",18,9,2016-08-15 09:00:00,2016,8,15,"Mon",9
"8/15/2016 10:00",306,179,485,"wolkig",18,9,2016-08-15 10:00:00,2016,8,15,"Mon",10
"8/15/2016 11:00",277,220,497,"wolkig",19,7,2016-08-15 11:00:00,2016,8,15,"Mon",11
"8/15/2016 12:00",296,243,539,"wolkig",20,15,2016-08-15 12:00:00,2016,8,15,"Mon",12
"8/15/2016 13:00",303,276,579,"wolkig",19,13,2016-08-15 13:00:00,2016,8,15,"Mon",13
"8/15/2016 14:00",340,321,661,"wolkig",20,17,2016-08-15 14:00:00,2016,8,15,"Mon",14
"8/15/2016 15:00",344,296,640,"teilweise bewölkt",20,13,2016-08-15 15:00:00,2016,8,15,"Mon",15
"8/15/2016 16:00",402,418,820,"wolkig",20,13,2016-08-15 16:00:00,2016,8,15,"Mon",16
"8/15/2016 17:00",424,565,989,"wolkig",19,13,2016-08-15 17:00:00,2016,8,15,"Mon",17
"8/15/2016 18:00",396,495,891,"teilweise bewölkt",20,15,2016-08-15 18:00:00,2016,8,15,"Mon",18
"8/15/2016 19:00",305,305,610,"Klarer Himmel",19,13,2016-08-15 19:00:00,2016,8,15,"Mon",19
"8/15/2016 20:00",256,244,500,"Klarer Himmel",16,4,2016-08-15 20:00:00,2016,8,15,"Mon",20
"8/15/2016 21:00",87,178,265,"Klarer Himmel",14,2,2016-08-15 21:00:00,2016,8,15,"Mon",21
"8/15/2016 22:00",73,152,225,"Klarer Himmel",13,4,2016-08-15 22:00:00,2016,8,15,"Mon",22
"8/15/2016 23:00",34,114,148,"Klarer Himmel",12,4,2016-08-15 23:00:00,2016,8,15,"Mon",23
"8/16/2016 0:00",36,74,110,"Klarer Himmel",13,4,2016-08-16 00:00:00,2016,8,16,"Tues",0
"8/16/2016 1:00",12,43,55,"Klarer Himmel",12,4,2016-08-16 01:00:00,2016,8,16,"Tues",1
"8/16/2016 2:00",8,25,33,"Klarer Himmel",11,2,2016-08-16 02:00:00,2016,8,16,"Tues",2
"8/16/2016 3:00",4,11,15,"Nebel",10,2,2016-08-16 03:00:00,2016,8,16,"Tues",3
"8/16/2016 4:00",7,10,17,"Nebel",10,0,2016-08-16 04:00:00,2016,8,16,"Tues",4
"8/16/2016 5:00",33,13,46,"Nebel",9,0,2016-08-16 05:00:00,2016,8,16,"Tues",5
"8/16/2016 6:00",117,45,162,"Nebel",9,4,2016-08-16 06:00:00,2016,8,16,"Tues",6
"8/16/2016 7:00",305,164,469,"Klarer Himmel",13,6,2016-08-16 07:00:00,2016,8,16,"Tues",7
"8/16/2016 8:00",435,229,664,"wolkig",15,9,2016-08-16 08:00:00,2016,8,16,"Tues",8
"8/16/2016 9:00",343,205,548,"wolkig",17,13,2016-08-16 09:00:00,2016,8,16,"Tues",9
"8/16/2016 10:00",294,210,504,"wolkig",18,13,2016-08-16 10:00:00,2016,8,16,"Tues",10
"8/16/2016 11:00",289,236,525,"wolkig",19,13,2016-08-16 11:00:00,2016,8,16,"Tues",11
"8/16/2016 12:00",327,262,589,"teilweise bewölkt",19,11,2016-08-16 12:00:00,2016,8,16,"Tues",12
"8/16/2016 13:00",370,284,654,"teilweise bewölkt",19,11,2016-08-16 13:00:00,2016,8,16,"Tues",13
"8/16/2016 14:00",345,330,675,"teilweise bewölkt",21,13,2016-08-16 14:00:00,2016,8,16,"Tues",14
"8/16/2016 15:00",296,356,652,"teilweise bewölkt",20,19,2016-08-16 15:00:00,2016,8,16,"Tues",15
"8/16/2016 16:00",408,430,838,"teilweise bewölkt",21,15,2016-08-16 16:00:00,2016,8,16,"Tues",16
"8/16/2016 17:00",451,550,1001,"teilweise bewölkt",21,13,2016-08-16 17:00:00,2016,8,16,"Tues",17
"8/16/2016 18:00",468,490,958,"teilweise bewölkt",20,15,2016-08-16 18:00:00,2016,8,16,"Tues",18
"8/16/2016 19:00",318,416,734,"Klarer Himmel",19,11,2016-08-16 19:00:00,2016,8,16,"Tues",19
"8/16/2016 20:00",216,336,552,"Klarer Himmel",16,6,2016-08-16 20:00:00,2016,8,16,"Tues",20
"8/16/2016 21:00",147,257,404,"Klarer Himmel",15,6,2016-08-16 21:00:00,2016,8,16,"Tues",21
"8/16/2016 22:00",99,195,294,"Klarer Himmel",13,4,2016-08-16 22:00:00,2016,8,16,"Tues",22
"8/16/2016 23:00",50,163,213,"Klarer Himmel",13,6,2016-08-16 23:00:00,2016,8,16,"Tues",23
"8/17/2016 0:00",40,92,132,"Klarer Himmel",13,2,2016-08-17 00:00:00,2016,8,17,"Wed",0
"8/17/2016 1:00",21,48,69,"Klarer Himmel",13,4,2016-08-17 01:00:00,2016,8,17,"Wed",1
"8/17/2016 2:00",9,30,39,"Klarer Himmel",14,6,2016-08-17 02:00:00,2016,8,17,"Wed",2
"8/17/2016 3:00",9,14,23,"Klarer Himmel",13,4,2016-08-17 03:00:00,2016,8,17,"Wed",3
"8/17/2016 4:00",7,8,15,"Klarer Himmel",11,4,2016-08-17 04:00:00,2016,8,17,"Wed",4
"8/17/2016 5:00",32,17,49,"Nebel",9,2,2016-08-17 05:00:00,2016,8,17,"Wed",5
"8/17/2016 6:00",125,54,179,"Nebel",8,6,2016-08-17 06:00:00,2016,8,17,"Wed",6
"8/17/2016 7:00",318,157,475,"Nebel",12,2,2016-08-17 07:00:00,2016,8,17,"Wed",7
"8/17/2016 8:00",436,254,690,"Klarer Himmel",15,7,2016-08-17 08:00:00,2016,8,17,"Wed",8
"8/17/2016 9:00",371,213,584,"Klarer Himmel",17,7,2016-08-17 09:00:00,2016,8,17,"Wed",9
"8/17/2016 10:00",321,197,518,"Klarer Himmel",19,9,2016-08-17 10:00:00,2016,8,17,"Wed",10
"8/17/2016 11:00",362,225,587,"Klarer Himmel",20,9,2016-08-17 11:00:00,2016,8,17,"Wed",11
"8/17/2016 12:00",418,272,690,"Klarer Himmel",21,11,2016-08-17 12:00:00,2016,8,17,"Wed",12
"8/17/2016 13:00",320,347,667,"Klarer Himmel",21,9,2016-08-17 13:00:00,2016,8,17,"Wed",13
"8/17/2016 14:00",305,325,630,"Klarer Himmel",22,11,2016-08-17 14:00:00,2016,8,17,"Wed",14
"8/17/2016 15:00",368,448,816,"Klarer Himmel",22,9,2016-08-17 15:00:00,2016,8,17,"Wed",15
"8/17/2016 16:00",429,458,887,"Klarer Himmel",22,11,2016-08-17 16:00:00,2016,8,17,"Wed",16
"8/17/2016 17:00",489,480,969,"Klarer Himmel",22,11,2016-08-17 17:00:00,2016,8,17,"Wed",17
"8/17/2016 18:00",468,532,1000,"Klarer Himmel",21,7,2016-08-17 18:00:00,2016,8,17,"Wed",18
"8/17/2016 19:00",409,368,777,"Klarer Himmel",20,6,2016-08-17 19:00:00,2016,8,17,"Wed",19
"8/17/2016 20:00",287,317,604,"Klarer Himmel",17,6,2016-08-17 20:00:00,2016,8,17,"Wed",20
"8/17/2016 21:00",196,228,424,"Klarer Himmel",16,6,2016-08-17 21:00:00,2016,8,17,"Wed",21
"8/17/2016 22:00",97,273,370,"Klarer Himmel",14,4,2016-08-17 22:00:00,2016,8,17,"Wed",22
"8/17/2016 23:00",96,169,265,"Klarer Himmel",13,6,2016-08-17 23:00:00,2016,8,17,"Wed",23
"8/18/2016 0:00",74,114,188,"Klarer Himmel",12,4,2016-08-18 00:00:00,2016,8,18,"Thurs",0
"8/18/2016 1:00",31,62,93,"Nebel",10,4,2016-08-18 01:00:00,2016,8,18,"Thurs",1
"8/18/2016 2:00",11,61,72,"Nebel",10,6,2016-08-18 02:00:00,2016,8,18,"Thurs",2
"8/18/2016 3:00",5,35,40,"Nebel",10,7,2016-08-18 03:00:00,2016,8,18,"Thurs",3
"8/18/2016 4:00",16,66,82,"Klarer Himmel",9,4,2016-08-18 04:00:00,2016,8,18,"Thurs",4
"8/18/2016 5:00",31,27,58,"Nebel",8,2,2016-08-18 05:00:00,2016,8,18,"Thurs",5
"8/18/2016 6:00",126,52,178,"Nebel",8,2,2016-08-18 06:00:00,2016,8,18,"Thurs",6
"8/18/2016 7:00",303,164,467,"Klarer Himmel",11,6,2016-08-18 07:00:00,2016,8,18,"Thurs",7
"8/18/2016 8:00",439,228,667,"Klarer Himmel",16,6,2016-08-18 08:00:00,2016,8,18,"Thurs",8
"8/18/2016 9:00",311,205,516,"Klarer Himmel",19,7,2016-08-18 09:00:00,2016,8,18,"Thurs",9
"8/18/2016 10:00",296,204,500,"Klarer Himmel",20,11,2016-08-18 10:00:00,2016,8,18,"Thurs",10
"8/18/2016 11:00",263,218,481,"Klarer Himmel",22,13,2016-08-18 11:00:00,2016,8,18,"Thurs",11
"8/18/2016 12:00",351,261,612,"Klarer Himmel",22,13,2016-08-18 12:00:00,2016,8,18,"Thurs",12
"8/18/2016 13:00",324,294,618,"Klarer Himmel",23,9,2016-08-18 13:00:00,2016,8,18,"Thurs",13
"8/18/2016 14:00",402,326,728,"Klarer Himmel",23,7,2016-08-18 14:00:00,2016,8,18,"Thurs",14
"8/18/2016 15:00",369,370,739,"Klarer Himmel",24,6,2016-08-18 15:00:00,2016,8,18,"Thurs",15
"8/18/2016 16:00",461,436,897,"Klarer Himmel",24,7,2016-08-18 16:00:00,2016,8,18,"Thurs",16
"8/18/2016 17:00",450,456,906,"Klarer Himmel",24,13,2016-08-18 17:00:00,2016,8,18,"Thurs",17
"8/18/2016 18:00",414,433,847,"Klarer Himmel",23,11,2016-08-18 18:00:00,2016,8,18,"Thurs",18
"8/18/2016 19:00",377,423,800,"Klarer Himmel",22,6,2016-08-18 19:00:00,2016,8,18,"Thurs",19
"8/18/2016 20:00",223,267,490,"Klarer Himmel",18,6,2016-08-18 20:00:00,2016,8,18,"Thurs",20
"8/18/2016 21:00",137,249,386,"Klarer Himmel",15,2,2016-08-18 21:00:00,2016,8,18,"Thurs",21
"8/18/2016 22:00",121,243,364,"Klarer Himmel",15,7,2016-08-18 22:00:00,2016,8,18,"Thurs",22
"8/18/2016 23:00",66,183,249,"Klarer Himmel",15,4,2016-08-18 23:00:00,2016,8,18,"Thurs",23
"8/19/2016 0:00",34,104,138,"Klarer Himmel",14,4,2016-08-19 00:00:00,2016,8,19,"Fri",0
"8/19/2016 1:00",16,45,61,"Klarer Himmel",14,4,2016-08-19 01:00:00,2016,8,19,"Fri",1
"8/19/2016 2:00",20,23,43,"Klarer Himmel",12,4,2016-08-19 02:00:00,2016,8,19,"Fri",2
"8/19/2016 3:00",10,16,26,"Nebel",11,2,2016-08-19 03:00:00,2016,8,19,"Fri",3
"8/19/2016 4:00",8,7,15,"Nebel",10,0,2016-08-19 04:00:00,2016,8,19,"Fri",4
"8/19/2016 5:00",27,12,39,"Nebel",9,0,2016-08-19 05:00:00,2016,8,19,"Fri",5
"8/19/2016 6:00",121,47,168,"Nebel",9,0,2016-08-19 06:00:00,2016,8,19,"Fri",6
"8/19/2016 7:00",269,139,408,"Klarer Himmel",11,2,2016-08-19 07:00:00,2016,8,19,"Fri",7
"8/19/2016 8:00",404,227,631,"Klarer Himmel",16,4,2016-08-19 08:00:00,2016,8,19,"Fri",8
"8/19/2016 9:00",329,183,512,"Klarer Himmel",19,6,2016-08-19 09:00:00,2016,8,19,"Fri",9
"8/19/2016 10:00",261,178,439,"Klarer Himmel",21,4,2016-08-19 10:00:00,2016,8,19,"Fri",10
