"Stunden","noOfBikes","FR.stadteinwärts","FR.stadtauswärts","temp","wind","location","weather","timestamp","date","year","month","day","weekday","hour","weekend","wind_log"
"1/1/2015 0:00",111,33,78,1,7,"neutor",NA,2015-01-01 00:00:00,2015-01-01,2015,1,1,"Thurs",0,FALSE,1.94591014905531
"1/1/2015 1:00",230,114,116,1,7,"neutor",NA,2015-01-01 01:00:00,2015-01-01,2015,1,1,"Thurs",1,FALSE,1.94591014905531
"1/1/2015 2:00",224,103,121,0,9,"neutor",NA,2015-01-01 02:00:00,2015-01-01,2015,1,1,"Thurs",2,FALSE,2.19722457733622
"1/1/2015 3:00",273,90,183,1,11,"neutor",NA,2015-01-01 03:00:00,2015-01-01,2015,1,1,"Thurs",3,FALSE,2.39789527279837
"1/1/2015 4:00",200,53,147,1,9,"neutor",NA,2015-01-01 04:00:00,2015-01-01,2015,1,1,"Thurs",4,FALSE,2.19722457733622
"1/1/2015 5:00",112,31,81,1,11,"neutor",NA,2015-01-01 05:00:00,2015-01-01,2015,1,1,"Thurs",5,FALSE,2.39789527279837
"1/1/2015 6:00",51,10,41,0,11,"neutor",NA,2015-01-01 06:00:00,2015-01-01,2015,1,1,"Thurs",6,FALSE,2.39789527279837
"1/1/2015 7:00",28,7,21,1,13,"neutor",NA,2015-01-01 07:00:00,2015-01-01,2015,1,1,"Thurs",7,FALSE,2.56494935746154
"1/1/2015 8:00",18,5,13,2,13,"neutor",NA,2015-01-01 08:00:00,2015-01-01,2015,1,1,"Thurs",8,FALSE,2.56494935746154
"1/1/2015 9:00",26,15,11,1,7,"neutor",NA,2015-01-01 09:00:00,2015-01-01,2015,1,1,"Thurs",9,FALSE,1.94591014905531
"1/1/2015 10:00",46,32,14,3,11,"neutor",NA,2015-01-01 10:00:00,2015-01-01,2015,1,1,"Thurs",10,FALSE,2.39789527279837
"1/1/2015 11:00",44,28,16,4,19,"neutor",NA,2015-01-01 11:00:00,2015-01-01,2015,1,1,"Thurs",11,FALSE,2.94443897916644
"1/1/2015 12:00",67,37,30,4,19,"neutor",NA,2015-01-01 12:00:00,2015-01-01,2015,1,1,"Thurs",12,FALSE,2.94443897916644
"1/1/2015 13:00",99,50,49,5,20,"neutor",NA,2015-01-01 13:00:00,2015-01-01,2015,1,1,"Thurs",13,FALSE,2.99573227355399
"1/1/2015 14:00",156,100,56,5,19,"neutor",NA,2015-01-01 14:00:00,2015-01-01,2015,1,1,"Thurs",14,FALSE,2.94443897916644
"1/1/2015 15:00",172,107,65,4,15,"neutor",NA,2015-01-01 15:00:00,2015-01-01,2015,1,1,"Thurs",15,FALSE,2.70805020110221
"1/1/2015 16:00",151,76,75,4,13,"neutor",NA,2015-01-01 16:00:00,2015-01-01,2015,1,1,"Thurs",16,FALSE,2.56494935746154
"1/1/2015 17:00",103,53,50,4,15,"neutor",NA,2015-01-01 17:00:00,2015-01-01,2015,1,1,"Thurs",17,FALSE,2.70805020110221
"1/1/2015 18:00",134,52,82,4,19,"neutor",NA,2015-01-01 18:00:00,2015-01-01,2015,1,1,"Thurs",18,FALSE,2.94443897916644
"1/1/2015 19:00",100,42,58,4,22,"neutor",NA,2015-01-01 19:00:00,2015-01-01,2015,1,1,"Thurs",19,FALSE,3.09104245335832
"1/1/2015 20:00",56,20,36,5,26,"neutor",NA,2015-01-01 20:00:00,2015-01-01,2015,1,1,"Thurs",20,FALSE,3.25809653802148
"1/1/2015 21:00",48,18,30,4,22,"neutor",NA,2015-01-01 21:00:00,2015-01-01,2015,1,1,"Thurs",21,FALSE,3.09104245335832
"1/1/2015 22:00",51,25,26,4,20,"neutor",NA,2015-01-01 22:00:00,2015-01-01,2015,1,1,"Thurs",22,FALSE,2.99573227355399
"1/1/2015 23:00",32,15,17,5,24,"neutor",NA,2015-01-01 23:00:00,2015-01-01,2015,1,1,"Thurs",23,FALSE,3.17805383034795
"1/2/2015 0:00",16,8,8,5,30,"neutor",NA,2015-01-02 00:00:00,2015-01-02,2015,1,2,"Fri",0,FALSE,3.40119738166216
"1/2/2015 1:00",11,2,9,5,26,"neutor",NA,2015-01-02 01:00:00,2015-01-02,2015,1,2,"Fri",1,FALSE,3.25809653802148
"1/2/2015 2:00",6,3,3,5,26,"neutor",NA,2015-01-02 02:00:00,2015-01-02,2015,1,2,"Fri",2,FALSE,3.25809653802148
"1/2/2015 3:00",7,3,4,5,28,"neutor",NA,2015-01-02 03:00:00,2015-01-02,2015,1,2,"Fri",3,FALSE,3.3322045101752
"1/2/2015 4:00",1,1,0,5,28,"neutor",NA,2015-01-02 04:00:00,2015-01-02,2015,1,2,"Fri",4,FALSE,3.3322045101752
"1/2/2015 5:00",11,8,3,5,26,"neutor",NA,2015-01-02 05:00:00,2015-01-02,2015,1,2,"Fri",5,FALSE,3.25809653802148
"1/2/2015 6:00",29,21,8,5,28,"neutor",NA,2015-01-02 06:00:00,2015-01-02,2015,1,2,"Fri",6,FALSE,3.3322045101752
"1/2/2015 7:00",96,68,28,6,32,"neutor",NA,2015-01-02 07:00:00,2015-01-02,2015,1,2,"Fri",7,FALSE,3.46573590279973
"1/2/2015 8:00",113,70,43,6,32,"neutor",NA,2015-01-02 08:00:00,2015-01-02,2015,1,2,"Fri",8,FALSE,3.46573590279973
"1/2/2015 9:00",154,111,43,7,24,"neutor",NA,2015-01-02 09:00:00,2015-01-02,2015,1,2,"Fri",9,FALSE,3.17805383034795
"1/2/2015 10:00",184,136,48,8,20,"neutor",NA,2015-01-02 10:00:00,2015-01-02,2015,1,2,"Fri",10,FALSE,2.99573227355399
"1/2/2015 11:00",195,119,76,8,28,"neutor",NA,2015-01-02 11:00:00,2015-01-02,2015,1,2,"Fri",11,FALSE,3.3322045101752
"1/2/2015 12:00",260,172,88,8,28,"neutor",NA,2015-01-02 12:00:00,2015-01-02,2015,1,2,"Fri",12,FALSE,3.3322045101752
"1/2/2015 13:00",319,194,125,8,24,"neutor",NA,2015-01-02 13:00:00,2015-01-02,2015,1,2,"Fri",13,FALSE,3.17805383034795
"1/2/2015 14:00",342,205,137,8,33,"neutor",NA,2015-01-02 14:00:00,2015-01-02,2015,1,2,"Fri",14,FALSE,3.49650756146648
"1/2/2015 15:00",368,222,146,7,28,"neutor",NA,2015-01-02 15:00:00,2015-01-02,2015,1,2,"Fri",15,FALSE,3.3322045101752
"1/2/2015 16:00",380,174,206,7,28,"neutor",NA,2015-01-02 16:00:00,2015-01-02,2015,1,2,"Fri",16,FALSE,3.3322045101752
"1/2/2015 17:00",318,155,163,6,28,"neutor",NA,2015-01-02 17:00:00,2015-01-02,2015,1,2,"Fri",17,FALSE,3.3322045101752
"1/2/2015 18:00",271,133,138,6,26,"neutor",NA,2015-01-02 18:00:00,2015-01-02,2015,1,2,"Fri",18,FALSE,3.25809653802148
"1/2/2015 19:00",278,135,143,6,26,"neutor",NA,2015-01-02 19:00:00,2015-01-02,2015,1,2,"Fri",19,FALSE,3.25809653802148
"1/2/2015 20:00",224,99,125,6,26,"neutor",NA,2015-01-02 20:00:00,2015-01-02,2015,1,2,"Fri",20,FALSE,3.25809653802148
"1/2/2015 21:00",113,49,64,5,24,"neutor",NA,2015-01-02 21:00:00,2015-01-02,2015,1,2,"Fri",21,FALSE,3.17805383034795
"1/2/2015 22:00",131,57,74,5,24,"neutor",NA,2015-01-02 22:00:00,2015-01-02,2015,1,2,"Fri",22,FALSE,3.17805383034795
"1/2/2015 23:00",104,32,72,4,20,"neutor",NA,2015-01-02 23:00:00,2015-01-02,2015,1,2,"Fri",23,FALSE,2.99573227355399
"1/3/2015 0:00",71,32,39,4,22,"neutor",NA,2015-01-03 00:00:00,2015-01-03,2015,1,3,"Sat",0,TRUE,3.09104245335832
"1/3/2015 1:00",65,25,40,4,20,"neutor",NA,2015-01-03 01:00:00,2015-01-03,2015,1,3,"Sat",1,TRUE,2.99573227355399
"1/3/2015 2:00",32,13,19,4,15,"neutor",NA,2015-01-03 02:00:00,2015-01-03,2015,1,3,"Sat",2,TRUE,2.70805020110221
"1/3/2015 3:00",27,3,24,4,17,"neutor",NA,2015-01-03 03:00:00,2015-01-03,2015,1,3,"Sat",3,TRUE,2.83321334405622
"1/3/2015 4:00",18,7,11,4,15,"neutor",NA,2015-01-03 04:00:00,2015-01-03,2015,1,3,"Sat",4,TRUE,2.70805020110221
"1/3/2015 5:00",20,12,8,4,17,"neutor",NA,2015-01-03 05:00:00,2015-01-03,2015,1,3,"Sat",5,TRUE,2.83321334405622
"1/3/2015 6:00",26,16,10,4,17,"neutor",NA,2015-01-03 06:00:00,2015-01-03,2015,1,3,"Sat",6,TRUE,2.83321334405622
"1/3/2015 7:00",41,31,10,4,17,"neutor",NA,2015-01-03 07:00:00,2015-01-03,2015,1,3,"Sat",7,TRUE,2.83321334405622
"1/3/2015 8:00",81,49,32,4,20,"neutor",NA,2015-01-03 08:00:00,2015-01-03,2015,1,3,"Sat",8,TRUE,2.99573227355399
"1/3/2015 9:00",185,142,43,4,24,"neutor",NA,2015-01-03 09:00:00,2015-01-03,2015,1,3,"Sat",9,TRUE,3.17805383034795
"1/3/2015 10:00",245,180,65,5,24,"neutor",NA,2015-01-03 10:00:00,2015-01-03,2015,1,3,"Sat",10,TRUE,3.17805383034795
"1/3/2015 11:00",244,158,86,4,30,"neutor",NA,2015-01-03 11:00:00,2015-01-03,2015,1,3,"Sat",11,TRUE,3.40119738166216
"1/3/2015 12:00",261,151,110,3,24,"neutor",NA,2015-01-03 12:00:00,2015-01-03,2015,1,3,"Sat",12,TRUE,3.17805383034795
"1/3/2015 13:00",279,146,133,3,19,"neutor",NA,2015-01-03 13:00:00,2015-01-03,2015,1,3,"Sat",13,TRUE,2.94443897916644
"1/3/2015 14:00",248,120,128,3,17,"neutor",NA,2015-01-03 14:00:00,2015-01-03,2015,1,3,"Sat",14,TRUE,2.83321334405622
"1/3/2015 15:00",273,151,122,3,13,"neutor",NA,2015-01-03 15:00:00,2015-01-03,2015,1,3,"Sat",15,TRUE,2.56494935746154
"1/3/2015 16:00",263,124,139,3,15,"neutor",NA,2015-01-03 16:00:00,2015-01-03,2015,1,3,"Sat",16,TRUE,2.70805020110221
"1/3/2015 17:00",245,101,144,3,17,"neutor",NA,2015-01-03 17:00:00,2015-01-03,2015,1,3,"Sat",17,TRUE,2.83321334405622
"1/3/2015 18:00",238,126,112,3,13,"neutor",NA,2015-01-03 18:00:00,2015-01-03,2015,1,3,"Sat",18,TRUE,2.56494935746154
"1/3/2015 19:00",270,121,149,3,15,"neutor",NA,2015-01-03 19:00:00,2015-01-03,2015,1,3,"Sat",19,TRUE,2.70805020110221
"1/3/2015 20:00",240,114,126,3,17,"neutor",NA,2015-01-03 20:00:00,2015-01-03,2015,1,3,"Sat",20,TRUE,2.83321334405622
"1/3/2015 21:00",128,80,48,3,19,"neutor",NA,2015-01-03 21:00:00,2015-01-03,2015,1,3,"Sat",21,TRUE,2.94443897916644
"1/3/2015 22:00",120,46,74,3,15,"neutor",NA,2015-01-03 22:00:00,2015-01-03,2015,1,3,"Sat",22,TRUE,2.70805020110221
"1/3/2015 23:00",112,38,74,2,13,"neutor",NA,2015-01-03 23:00:00,2015-01-03,2015,1,3,"Sat",23,TRUE,2.56494935746154
"1/4/2015 0:00",107,46,61,3,17,"neutor",NA,2015-01-04 00:00:00,2015-01-04,2015,1,4,"Sun",0,TRUE,2.83321334405622
"1/4/2015 1:00",110,40,70,3,15,"neutor",NA,2015-01-04 01:00:00,2015-01-04,2015,1,4,"Sun",1,TRUE,2.70805020110221
"1/4/2015 2:00",64,21,43,2,15,"neutor",NA,2015-01-04 02:00:00,2015-01-04,2015,1,4,"Sun",2,TRUE,2.70805020110221
"1/4/2015 3:00",59,14,45,3,17,"neutor",NA,2015-01-04 03:00:00,2015-01-04,2015,1,4,"Sun",3,TRUE,2.83321334405622
"1/4/2015 4:00",27,5,22,3,19,"neutor",NA,2015-01-04 04:00:00,2015-01-04,2015,1,4,"Sun",4,TRUE,2.94443897916644
"1/4/2015 5:00",12,5,7,2,15,"neutor",NA,2015-01-04 05:00:00,2015-01-04,2015,1,4,"Sun",5,TRUE,2.70805020110221
"1/4/2015 6:00",14,7,7,2,15,"neutor",NA,2015-01-04 06:00:00,2015-01-04,2015,1,4,"Sun",6,TRUE,2.70805020110221
"1/4/2015 7:00",34,24,10,3,17,"neutor",NA,2015-01-04 07:00:00,2015-01-04,2015,1,4,"Sun",7,TRUE,2.83321334405622
"1/4/2015 8:00",31,19,12,2,15,"neutor",NA,2015-01-04 08:00:00,2015-01-04,2015,1,4,"Sun",8,TRUE,2.70805020110221
"1/4/2015 9:00",119,81,38,2,17,"neutor",NA,2015-01-04 09:00:00,2015-01-04,2015,1,4,"Sun",9,TRUE,2.83321334405622
"1/4/2015 10:00",156,112,44,4,17,"neutor",NA,2015-01-04 10:00:00,2015-01-04,2015,1,4,"Sun",10,TRUE,2.83321334405622
"1/4/2015 11:00",188,118,70,5,19,"neutor",NA,2015-01-04 11:00:00,2015-01-04,2015,1,4,"Sun",11,TRUE,2.94443897916644
"1/4/2015 12:00",206,117,89,6,19,"neutor",NA,2015-01-04 12:00:00,2015-01-04,2015,1,4,"Sun",12,TRUE,2.94443897916644
"1/4/2015 13:00",289,171,118,7,17,"neutor",NA,2015-01-04 13:00:00,2015-01-04,2015,1,4,"Sun",13,TRUE,2.83321334405622
"1/4/2015 14:00",326,191,135,6,20,"neutor",NA,2015-01-04 14:00:00,2015-01-04,2015,1,4,"Sun",14,TRUE,2.99573227355399
"1/4/2015 15:00",353,204,149,6,15,"neutor",NA,2015-01-04 15:00:00,2015-01-04,2015,1,4,"Sun",15,TRUE,2.70805020110221
"1/4/2015 16:00",302,128,174,4,13,"neutor",NA,2015-01-04 16:00:00,2015-01-04,2015,1,4,"Sun",16,TRUE,2.56494935746154
"1/4/2015 17:00",289,131,158,2,15,"neutor",NA,2015-01-04 17:00:00,2015-01-04,2015,1,4,"Sun",17,TRUE,2.70805020110221
"1/4/2015 18:00",266,107,159,2,11,"neutor",NA,2015-01-04 18:00:00,2015-01-04,2015,1,4,"Sun",18,TRUE,2.39789527279837
"1/4/2015 19:00",266,125,141,1,11,"neutor",NA,2015-01-04 19:00:00,2015-01-04,2015,1,4,"Sun",19,TRUE,2.39789527279837
"1/4/2015 20:00",172,70,102,1,9,"neutor",NA,2015-01-04 20:00:00,2015-01-04,2015,1,4,"Sun",20,TRUE,2.19722457733622
"1/4/2015 21:00",99,31,68,2,9,"neutor",NA,2015-01-04 21:00:00,2015-01-04,2015,1,4,"Sun",21,TRUE,2.19722457733622
"1/4/2015 22:00",132,45,87,1,9,"neutor",NA,2015-01-04 22:00:00,2015-01-04,2015,1,4,"Sun",22,TRUE,2.19722457733622
"1/4/2015 23:00",69,34,35,2,9,"neutor",NA,2015-01-04 23:00:00,2015-01-04,2015,1,4,"Sun",23,TRUE,2.19722457733622
"1/5/2015 0:00",50,18,32,2,11,"neutor",NA,2015-01-05 00:00:00,2015-01-05,2015,1,5,"Mon",0,FALSE,2.39789527279837
"1/5/2015 1:00",21,6,15,1,9,"neutor",NA,2015-01-05 01:00:00,2015-01-05,2015,1,5,"Mon",1,FALSE,2.19722457733622
"1/5/2015 2:00",7,2,5,1,13,"neutor",NA,2015-01-05 02:00:00,2015-01-05,2015,1,5,"Mon",2,FALSE,2.56494935746154
"1/5/2015 3:00",2,1,1,1,19,"neutor",NA,2015-01-05 03:00:00,2015-01-05,2015,1,5,"Mon",3,FALSE,2.94443897916644
"1/5/2015 4:00",6,3,3,1,17,"neutor",NA,2015-01-05 04:00:00,2015-01-05,2015,1,5,"Mon",4,FALSE,2.83321334405622
"1/5/2015 5:00",36,22,14,2,17,"neutor",NA,2015-01-05 05:00:00,2015-01-05,2015,1,5,"Mon",5,FALSE,2.83321334405622
"1/5/2015 6:00",123,88,35,2,19,"neutor",NA,2015-01-05 06:00:00,2015-01-05,2015,1,5,"Mon",6,FALSE,2.94443897916644
"1/5/2015 7:00",442,260,182,2,17,"neutor",NA,2015-01-05 07:00:00,2015-01-05,2015,1,5,"Mon",7,FALSE,2.83321334405622
"1/5/2015 8:00",830,452,378,2,15,"neutor",NA,2015-01-05 08:00:00,2015-01-05,2015,1,5,"Mon",8,FALSE,2.70805020110221
"1/5/2015 9:00",734,427,307,2,15,"neutor",NA,2015-01-05 09:00:00,2015-01-05,2015,1,5,"Mon",9,FALSE,2.70805020110221
"1/5/2015 10:00",932,522,410,3,15,"neutor",NA,2015-01-05 10:00:00,2015-01-05,2015,1,5,"Mon",10,FALSE,2.70805020110221
"1/5/2015 11:00",892,479,413,3,15,"neutor",NA,2015-01-05 11:00:00,2015-01-05,2015,1,5,"Mon",11,FALSE,2.70805020110221
"1/5/2015 12:00",876,459,417,4,13,"neutor",NA,2015-01-05 12:00:00,2015-01-05,2015,1,5,"Mon",12,FALSE,2.56494935746154
"1/5/2015 13:00",861,463,398,4,17,"neutor",NA,2015-01-05 13:00:00,2015-01-05,2015,1,5,"Mon",13,FALSE,2.83321334405622
"1/5/2015 14:00",1054,559,495,4,15,"neutor",NA,2015-01-05 14:00:00,2015-01-05,2015,1,5,"Mon",14,FALSE,2.70805020110221
"1/5/2015 15:00",1022,548,474,4,17,"neutor",NA,2015-01-05 15:00:00,2015-01-05,2015,1,5,"Mon",15,FALSE,2.83321334405622
"1/5/2015 16:00",1077,598,479,3,17,"neutor",NA,2015-01-05 16:00:00,2015-01-05,2015,1,5,"Mon",16,FALSE,2.83321334405622
"1/5/2015 17:00",1214,742,472,2,6,"neutor",NA,2015-01-05 17:00:00,2015-01-05,2015,1,5,"Mon",17,FALSE,1.79175946922805
"1/5/2015 18:00",973,465,508,2,6,"neutor",NA,2015-01-05 18:00:00,2015-01-05,2015,1,5,"Mon",18,FALSE,1.79175946922805
"1/5/2015 19:00",853,322,531,2,7,"neutor",NA,2015-01-05 19:00:00,2015-01-05,2015,1,5,"Mon",19,FALSE,1.94591014905531
"1/5/2015 20:00",504,184,320,2,4,"neutor",NA,2015-01-05 20:00:00,2015-01-05,2015,1,5,"Mon",20,FALSE,1.38629436111989
"1/5/2015 21:00",357,155,202,2,4,"neutor",NA,2015-01-05 21:00:00,2015-01-05,2015,1,5,"Mon",21,FALSE,1.38629436111989
"1/5/2015 22:00",260,117,143,2,6,"neutor",NA,2015-01-05 22:00:00,2015-01-05,2015,1,5,"Mon",22,FALSE,1.79175946922805
"1/5/2015 23:00",147,45,102,2,6,"neutor",NA,2015-01-05 23:00:00,2015-01-05,2015,1,5,"Mon",23,FALSE,1.79175946922805
"1/6/2015 0:00",91,29,62,3,4,"neutor",NA,2015-01-06 00:00:00,2015-01-06,2015,1,6,"Tues",0,FALSE,1.38629436111989
"1/6/2015 1:00",48,9,39,3,6,"neutor",NA,2015-01-06 01:00:00,2015-01-06,2015,1,6,"Tues",1,FALSE,1.79175946922805
"1/6/2015 2:00",13,3,10,2,4,"neutor",NA,2015-01-06 02:00:00,2015-01-06,2015,1,6,"Tues",2,FALSE,1.38629436111989
"1/6/2015 3:00",8,5,3,2,6,"neutor",NA,2015-01-06 03:00:00,2015-01-06,2015,1,6,"Tues",3,FALSE,1.79175946922805
"1/6/2015 4:00",12,4,8,2,6,"neutor",NA,2015-01-06 04:00:00,2015-01-06,2015,1,6,"Tues",4,FALSE,1.79175946922805
"1/6/2015 5:00",38,27,11,3,6,"neutor",NA,2015-01-06 05:00:00,2015-01-06,2015,1,6,"Tues",5,FALSE,1.79175946922805
"1/6/2015 6:00",119,88,31,3,7,"neutor",NA,2015-01-06 06:00:00,2015-01-06,2015,1,6,"Tues",6,FALSE,1.94591014905531
"1/6/2015 7:00",505,287,218,3,6,"neutor",NA,2015-01-06 07:00:00,2015-01-06,2015,1,6,"Tues",7,FALSE,1.79175946922805
"1/6/2015 8:00",998,536,462,3,7,"neutor",NA,2015-01-06 08:00:00,2015-01-06,2015,1,6,"Tues",8,FALSE,1.94591014905531
"1/6/2015 9:00",978,503,475,3,7,"neutor",NA,2015-01-06 09:00:00,2015-01-06,2015,1,6,"Tues",9,FALSE,1.94591014905531
"1/6/2015 10:00",850,468,382,4,7,"neutor",NA,2015-01-06 10:00:00,2015-01-06,2015,1,6,"Tues",10,FALSE,1.94591014905531
"1/6/2015 11:00",907,518,389,4,6,"neutor",NA,2015-01-06 11:00:00,2015-01-06,2015,1,6,"Tues",11,FALSE,1.79175946922805
"1/6/2015 12:00",972,541,431,5,7,"neutor",NA,2015-01-06 12:00:00,2015-01-06,2015,1,6,"Tues",12,FALSE,1.94591014905531
"1/6/2015 13:00",983,559,424,5,7,"neutor",NA,2015-01-06 13:00:00,2015-01-06,2015,1,6,"Tues",13,FALSE,1.94591014905531
"1/6/2015 14:00",990,487,503,5,7,"neutor",NA,2015-01-06 14:00:00,2015-01-06,2015,1,6,"Tues",14,FALSE,1.94591014905531
"1/6/2015 15:00",987,512,475,4,6,"neutor",NA,2015-01-06 15:00:00,2015-01-06,2015,1,6,"Tues",15,FALSE,1.79175946922805
"1/6/2015 16:00",1147,570,577,3,4,"neutor",NA,2015-01-06 16:00:00,2015-01-06,2015,1,6,"Tues",16,FALSE,1.38629436111989
"1/6/2015 17:00",1198,629,569,4,9,"neutor",NA,2015-01-06 17:00:00,2015-01-06,2015,1,6,"Tues",17,FALSE,2.19722457733622
"1/6/2015 18:00",1036,505,531,3,13,"neutor",NA,2015-01-06 18:00:00,2015-01-06,2015,1,6,"Tues",18,FALSE,2.56494935746154
"1/6/2015 19:00",829,411,418,3,11,"neutor",NA,2015-01-06 19:00:00,2015-01-06,2015,1,6,"Tues",19,FALSE,2.39789527279837
"1/6/2015 20:00",544,235,309,3,9,"neutor",NA,2015-01-06 20:00:00,2015-01-06,2015,1,6,"Tues",20,FALSE,2.19722457733622
"1/6/2015 21:00",350,154,196,4,13,"neutor",NA,2015-01-06 21:00:00,2015-01-06,2015,1,6,"Tues",21,FALSE,2.56494935746154
"1/6/2015 22:00",334,98,236,3,11,"neutor",NA,2015-01-06 22:00:00,2015-01-06,2015,1,6,"Tues",22,FALSE,2.39789527279837
"1/6/2015 23:00",156,60,96,4,15,"neutor",NA,2015-01-06 23:00:00,2015-01-06,2015,1,6,"Tues",23,FALSE,2.70805020110221
"1/7/2015 0:00",78,24,54,4,15,"neutor",NA,2015-01-07 00:00:00,2015-01-07,2015,1,7,"Wed",0,FALSE,2.70805020110221
"1/7/2015 1:00",44,13,31,4,17,"neutor",NA,2015-01-07 01:00:00,2015-01-07,2015,1,7,"Wed",1,FALSE,2.83321334405622
"1/7/2015 2:00",7,3,4,4,15,"neutor",NA,2015-01-07 02:00:00,2015-01-07,2015,1,7,"Wed",2,FALSE,2.70805020110221
"1/7/2015 3:00",8,4,4,4,15,"neutor",NA,2015-01-07 03:00:00,2015-01-07,2015,1,7,"Wed",3,FALSE,2.70805020110221
"1/7/2015 4:00",7,4,3,5,15,"neutor",NA,2015-01-07 04:00:00,2015-01-07,2015,1,7,"Wed",4,FALSE,2.70805020110221
"1/7/2015 5:00",37,28,9,4,15,"neutor",NA,2015-01-07 05:00:00,2015-01-07,2015,1,7,"Wed",5,FALSE,2.70805020110221
"1/7/2015 6:00",133,100,33,2,9,"neutor",NA,2015-01-07 06:00:00,2015-01-07,2015,1,7,"Wed",6,FALSE,2.19722457733622
"1/7/2015 7:00",752,517,235,3,9,"neutor",NA,2015-01-07 07:00:00,2015-01-07,2015,1,7,"Wed",7,FALSE,2.19722457733622
"1/7/2015 8:00",1194,687,507,4,9,"neutor",NA,2015-01-07 08:00:00,2015-01-07,2015,1,7,"Wed",8,FALSE,2.19722457733622
"1/7/2015 9:00",882,476,406,4,13,"neutor",NA,2015-01-07 09:00:00,2015-01-07,2015,1,7,"Wed",9,FALSE,2.56494935746154
"1/7/2015 10:00",930,475,455,4,19,"neutor",NA,2015-01-07 10:00:00,2015-01-07,2015,1,7,"Wed",10,FALSE,2.94443897916644
"1/7/2015 11:00",859,484,375,4,20,"neutor",NA,2015-01-07 11:00:00,2015-01-07,2015,1,7,"Wed",11,FALSE,2.99573227355399
"1/7/2015 12:00",1000,538,462,5,17,"neutor",NA,2015-01-07 12:00:00,2015-01-07,2015,1,7,"Wed",12,FALSE,2.83321334405622
"1/7/2015 13:00",1029,570,459,6,15,"neutor",NA,2015-01-07 13:00:00,2015-01-07,2015,1,7,"Wed",13,FALSE,2.70805020110221
"1/7/2015 14:00",1018,548,470,6,19,"neutor",NA,2015-01-07 14:00:00,2015-01-07,2015,1,7,"Wed",14,FALSE,2.94443897916644
"1/7/2015 15:00",1119,549,570,6,15,"neutor",NA,2015-01-07 15:00:00,2015-01-07,2015,1,7,"Wed",15,FALSE,2.70805020110221
"1/7/2015 16:00",1192,583,609,5,11,"neutor",NA,2015-01-07 16:00:00,2015-01-07,2015,1,7,"Wed",16,FALSE,2.39789527279837
"1/7/2015 17:00",1283,650,633,4,13,"neutor",NA,2015-01-07 17:00:00,2015-01-07,2015,1,7,"Wed",17,FALSE,2.56494935746154
"1/7/2015 18:00",943,448,495,5,15,"neutor",NA,2015-01-07 18:00:00,2015-01-07,2015,1,7,"Wed",18,FALSE,2.70805020110221
"1/7/2015 19:00",917,456,461,4,15,"neutor",NA,2015-01-07 19:00:00,2015-01-07,2015,1,7,"Wed",19,FALSE,2.70805020110221
"1/7/2015 20:00",666,344,322,4,17,"neutor",NA,2015-01-07 20:00:00,2015-01-07,2015,1,7,"Wed",20,FALSE,2.83321334405622
"1/7/2015 21:00",434,209,225,4,15,"neutor",NA,2015-01-07 21:00:00,2015-01-07,2015,1,7,"Wed",21,FALSE,2.70805020110221
"1/7/2015 22:00",330,123,207,3,17,"neutor",NA,2015-01-07 22:00:00,2015-01-07,2015,1,7,"Wed",22,FALSE,2.83321334405622
"1/7/2015 23:00",223,89,134,3,20,"neutor",NA,2015-01-07 23:00:00,2015-01-07,2015,1,7,"Wed",23,FALSE,2.99573227355399
"1/8/2015 0:00",156,51,105,3,20,"neutor",NA,2015-01-08 00:00:00,2015-01-08,2015,1,8,"Thurs",0,FALSE,2.99573227355399
"1/8/2015 1:00",85,19,66,3,19,"neutor",NA,2015-01-08 01:00:00,2015-01-08,2015,1,8,"Thurs",1,FALSE,2.94443897916644
"1/8/2015 2:00",58,21,37,3,20,"neutor",NA,2015-01-08 02:00:00,2015-01-08,2015,1,8,"Thurs",2,FALSE,2.99573227355399
"1/8/2015 3:00",34,2,32,4,20,"neutor",NA,2015-01-08 03:00:00,2015-01-08,2015,1,8,"Thurs",3,FALSE,2.99573227355399
"1/8/2015 4:00",19,6,13,4,19,"neutor",NA,2015-01-08 04:00:00,2015-01-08,2015,1,8,"Thurs",4,FALSE,2.94443897916644
"1/8/2015 5:00",48,34,14,4,19,"neutor",NA,2015-01-08 05:00:00,2015-01-08,2015,1,8,"Thurs",5,FALSE,2.94443897916644
"1/8/2015 6:00",98,74,24,5,24,"neutor",NA,2015-01-08 06:00:00,2015-01-08,2015,1,8,"Thurs",6,FALSE,3.17805383034795
"1/8/2015 7:00",606,397,209,5,19,"neutor",NA,2015-01-08 07:00:00,2015-01-08,2015,1,8,"Thurs",7,FALSE,2.94443897916644
"1/8/2015 8:00",1008,555,453,6,19,"neutor",NA,2015-01-08 08:00:00,2015-01-08,2015,1,8,"Thurs",8,FALSE,2.94443897916644
"1/8/2015 9:00",701,382,319,6,19,"neutor",NA,2015-01-08 09:00:00,2015-01-08,2015,1,8,"Thurs",9,FALSE,2.94443897916644
"1/8/2015 10:00",811,455,356,6,17,"neutor",NA,2015-01-08 10:00:00,2015-01-08,2015,1,8,"Thurs",10,FALSE,2.83321334405622
"1/8/2015 11:00",734,357,377,7,19,"neutor",NA,2015-01-08 11:00:00,2015-01-08,2015,1,8,"Thurs",11,FALSE,2.94443897916644
