"Stunden","FR.stadteinwärts","FR.stadtauswärts","noOfBikes","temp","wind","weather","date","year","month","day","weekday","hour","wind_log"
"1/1/2015 0:00",33,78,111,1,7,NA,2015-01-01 00:00:00,2015,1,1,"Thurs",0,1.94591014905531
"1/1/2015 1:00",114,116,230,1,7,NA,2015-01-01 01:00:00,2015,1,1,"Thurs",1,1.94591014905531
"1/1/2015 2:00",103,121,224,0,9,NA,2015-01-01 02:00:00,2015,1,1,"Thurs",2,2.19722457733622
"1/1/2015 3:00",90,183,273,1,11,NA,2015-01-01 03:00:00,2015,1,1,"Thurs",3,2.39789527279837
"1/1/2015 4:00",53,147,200,1,9,NA,2015-01-01 04:00:00,2015,1,1,"Thurs",4,2.19722457733622
"1/1/2015 5:00",31,81,112,1,11,NA,2015-01-01 05:00:00,2015,1,1,"Thurs",5,2.39789527279837
"1/1/2015 6:00",10,41,51,0,11,NA,2015-01-01 06:00:00,2015,1,1,"Thurs",6,2.39789527279837
"1/1/2015 7:00",7,21,28,1,13,NA,2015-01-01 07:00:00,2015,1,1,"Thurs",7,2.56494935746154
"1/1/2015 8:00",5,13,18,2,13,NA,2015-01-01 08:00:00,2015,1,1,"Thurs",8,2.56494935746154
"1/1/2015 9:00",15,11,26,1,7,NA,2015-01-01 09:00:00,2015,1,1,"Thurs",9,1.94591014905531
"1/1/2015 10:00",32,14,46,3,11,NA,2015-01-01 10:00:00,2015,1,1,"Thurs",10,2.39789527279837
"1/1/2015 11:00",28,16,44,4,19,NA,2015-01-01 11:00:00,2015,1,1,"Thurs",11,2.94443897916644
"1/1/2015 12:00",37,30,67,4,19,NA,2015-01-01 12:00:00,2015,1,1,"Thurs",12,2.94443897916644
"1/1/2015 13:00",50,49,99,5,20,NA,2015-01-01 13:00:00,2015,1,1,"Thurs",13,2.99573227355399
"1/1/2015 14:00",100,56,156,5,19,NA,2015-01-01 14:00:00,2015,1,1,"Thurs",14,2.94443897916644
"1/1/2015 15:00",107,65,172,4,15,NA,2015-01-01 15:00:00,2015,1,1,"Thurs",15,2.70805020110221
"1/1/2015 16:00",76,75,151,4,13,NA,2015-01-01 16:00:00,2015,1,1,"Thurs",16,2.56494935746154
"1/1/2015 17:00",53,50,103,4,15,NA,2015-01-01 17:00:00,2015,1,1,"Thurs",17,2.70805020110221
"1/1/2015 18:00",52,82,134,4,19,NA,2015-01-01 18:00:00,2015,1,1,"Thurs",18,2.94443897916644
"1/1/2015 19:00",42,58,100,4,22,NA,2015-01-01 19:00:00,2015,1,1,"Thurs",19,3.09104245335832
"1/1/2015 20:00",20,36,56,5,26,NA,2015-01-01 20:00:00,2015,1,1,"Thurs",20,3.25809653802148
"1/1/2015 21:00",18,30,48,4,22,NA,2015-01-01 21:00:00,2015,1,1,"Thurs",21,3.09104245335832
"1/1/2015 22:00",25,26,51,4,20,NA,2015-01-01 22:00:00,2015,1,1,"Thurs",22,2.99573227355399
"1/1/2015 23:00",15,17,32,5,24,NA,2015-01-01 23:00:00,2015,1,1,"Thurs",23,3.17805383034795
"1/2/2015 0:00",8,8,16,5,30,NA,2015-01-02 00:00:00,2015,1,2,"Fri",0,3.40119738166216
"1/2/2015 1:00",2,9,11,5,26,NA,2015-01-02 01:00:00,2015,1,2,"Fri",1,3.25809653802148
"1/2/2015 2:00",3,3,6,5,26,NA,2015-01-02 02:00:00,2015,1,2,"Fri",2,3.25809653802148
"1/2/2015 3:00",3,4,7,5,28,NA,2015-01-02 03:00:00,2015,1,2,"Fri",3,3.3322045101752
"1/2/2015 4:00",1,0,1,5,28,NA,2015-01-02 04:00:00,2015,1,2,"Fri",4,3.3322045101752
"1/2/2015 5:00",8,3,11,5,26,NA,2015-01-02 05:00:00,2015,1,2,"Fri",5,3.25809653802148
"1/2/2015 6:00",21,8,29,5,28,NA,2015-01-02 06:00:00,2015,1,2,"Fri",6,3.3322045101752
"1/2/2015 7:00",68,28,96,6,32,NA,2015-01-02 07:00:00,2015,1,2,"Fri",7,3.46573590279973
"1/2/2015 8:00",70,43,113,6,32,NA,2015-01-02 08:00:00,2015,1,2,"Fri",8,3.46573590279973
"1/2/2015 9:00",111,43,154,7,24,NA,2015-01-02 09:00:00,2015,1,2,"Fri",9,3.17805383034795
"1/2/2015 10:00",136,48,184,8,20,NA,2015-01-02 10:00:00,2015,1,2,"Fri",10,2.99573227355399
"1/2/2015 11:00",119,76,195,8,28,NA,2015-01-02 11:00:00,2015,1,2,"Fri",11,3.3322045101752
"1/2/2015 12:00",172,88,260,8,28,NA,2015-01-02 12:00:00,2015,1,2,"Fri",12,3.3322045101752
"1/2/2015 13:00",194,125,319,8,24,NA,2015-01-02 13:00:00,2015,1,2,"Fri",13,3.17805383034795
"1/2/2015 14:00",205,137,342,8,33,NA,2015-01-02 14:00:00,2015,1,2,"Fri",14,3.49650756146648
"1/2/2015 15:00",222,146,368,7,28,NA,2015-01-02 15:00:00,2015,1,2,"Fri",15,3.3322045101752
"1/2/2015 16:00",174,206,380,7,28,NA,2015-01-02 16:00:00,2015,1,2,"Fri",16,3.3322045101752
"1/2/2015 17:00",155,163,318,6,28,NA,2015-01-02 17:00:00,2015,1,2,"Fri",17,3.3322045101752
"1/2/2015 18:00",133,138,271,6,26,NA,2015-01-02 18:00:00,2015,1,2,"Fri",18,3.25809653802148
"1/2/2015 19:00",135,143,278,6,26,NA,2015-01-02 19:00:00,2015,1,2,"Fri",19,3.25809653802148
"1/2/2015 20:00",99,125,224,6,26,NA,2015-01-02 20:00:00,2015,1,2,"Fri",20,3.25809653802148
"1/2/2015 21:00",49,64,113,5,24,NA,2015-01-02 21:00:00,2015,1,2,"Fri",21,3.17805383034795
"1/2/2015 22:00",57,74,131,5,24,NA,2015-01-02 22:00:00,2015,1,2,"Fri",22,3.17805383034795
"1/2/2015 23:00",32,72,104,4,20,NA,2015-01-02 23:00:00,2015,1,2,"Fri",23,2.99573227355399
"1/3/2015 0:00",32,39,71,4,22,NA,2015-01-03 00:00:00,2015,1,3,"Sat",0,3.09104245335832
"1/3/2015 1:00",25,40,65,4,20,NA,2015-01-03 01:00:00,2015,1,3,"Sat",1,2.99573227355399
"1/3/2015 2:00",13,19,32,4,15,NA,2015-01-03 02:00:00,2015,1,3,"Sat",2,2.70805020110221
"1/3/2015 3:00",3,24,27,4,17,NA,2015-01-03 03:00:00,2015,1,3,"Sat",3,2.83321334405622
"1/3/2015 4:00",7,11,18,4,15,NA,2015-01-03 04:00:00,2015,1,3,"Sat",4,2.70805020110221
"1/3/2015 5:00",12,8,20,4,17,NA,2015-01-03 05:00:00,2015,1,3,"Sat",5,2.83321334405622
"1/3/2015 6:00",16,10,26,4,17,NA,2015-01-03 06:00:00,2015,1,3,"Sat",6,2.83321334405622
"1/3/2015 7:00",31,10,41,4,17,NA,2015-01-03 07:00:00,2015,1,3,"Sat",7,2.83321334405622
"1/3/2015 8:00",49,32,81,4,20,NA,2015-01-03 08:00:00,2015,1,3,"Sat",8,2.99573227355399
"1/3/2015 9:00",142,43,185,4,24,NA,2015-01-03 09:00:00,2015,1,3,"Sat",9,3.17805383034795
"1/3/2015 10:00",180,65,245,5,24,NA,2015-01-03 10:00:00,2015,1,3,"Sat",10,3.17805383034795
"1/3/2015 11:00",158,86,244,4,30,NA,2015-01-03 11:00:00,2015,1,3,"Sat",11,3.40119738166216
"1/3/2015 12:00",151,110,261,3,24,NA,2015-01-03 12:00:00,2015,1,3,"Sat",12,3.17805383034795
"1/3/2015 13:00",146,133,279,3,19,NA,2015-01-03 13:00:00,2015,1,3,"Sat",13,2.94443897916644
"1/3/2015 14:00",120,128,248,3,17,NA,2015-01-03 14:00:00,2015,1,3,"Sat",14,2.83321334405622
"1/3/2015 15:00",151,122,273,3,13,NA,2015-01-03 15:00:00,2015,1,3,"Sat",15,2.56494935746154
"1/3/2015 16:00",124,139,263,3,15,NA,2015-01-03 16:00:00,2015,1,3,"Sat",16,2.70805020110221
"1/3/2015 17:00",101,144,245,3,17,NA,2015-01-03 17:00:00,2015,1,3,"Sat",17,2.83321334405622
"1/3/2015 18:00",126,112,238,3,13,NA,2015-01-03 18:00:00,2015,1,3,"Sat",18,2.56494935746154
"1/3/2015 19:00",121,149,270,3,15,NA,2015-01-03 19:00:00,2015,1,3,"Sat",19,2.70805020110221
"1/3/2015 20:00",114,126,240,3,17,NA,2015-01-03 20:00:00,2015,1,3,"Sat",20,2.83321334405622
"1/3/2015 21:00",80,48,128,3,19,NA,2015-01-03 21:00:00,2015,1,3,"Sat",21,2.94443897916644
"1/3/2015 22:00",46,74,120,3,15,NA,2015-01-03 22:00:00,2015,1,3,"Sat",22,2.70805020110221
"1/3/2015 23:00",38,74,112,2,13,NA,2015-01-03 23:00:00,2015,1,3,"Sat",23,2.56494935746154
"1/4/2015 0:00",46,61,107,3,17,NA,2015-01-04 00:00:00,2015,1,4,"Sun",0,2.83321334405622
"1/4/2015 1:00",40,70,110,3,15,NA,2015-01-04 01:00:00,2015,1,4,"Sun",1,2.70805020110221
"1/4/2015 2:00",21,43,64,2,15,NA,2015-01-04 02:00:00,2015,1,4,"Sun",2,2.70805020110221
"1/4/2015 3:00",14,45,59,3,17,NA,2015-01-04 03:00:00,2015,1,4,"Sun",3,2.83321334405622
"1/4/2015 4:00",5,22,27,3,19,NA,2015-01-04 04:00:00,2015,1,4,"Sun",4,2.94443897916644
"1/4/2015 5:00",5,7,12,2,15,NA,2015-01-04 05:00:00,2015,1,4,"Sun",5,2.70805020110221
"1/4/2015 6:00",7,7,14,2,15,NA,2015-01-04 06:00:00,2015,1,4,"Sun",6,2.70805020110221
"1/4/2015 7:00",24,10,34,3,17,NA,2015-01-04 07:00:00,2015,1,4,"Sun",7,2.83321334405622
"1/4/2015 8:00",19,12,31,2,15,NA,2015-01-04 08:00:00,2015,1,4,"Sun",8,2.70805020110221
"1/4/2015 9:00",81,38,119,2,17,NA,2015-01-04 09:00:00,2015,1,4,"Sun",9,2.83321334405622
"1/4/2015 10:00",112,44,156,4,17,NA,2015-01-04 10:00:00,2015,1,4,"Sun",10,2.83321334405622
"1/4/2015 11:00",118,70,188,5,19,NA,2015-01-04 11:00:00,2015,1,4,"Sun",11,2.94443897916644
"1/4/2015 12:00",117,89,206,6,19,NA,2015-01-04 12:00:00,2015,1,4,"Sun",12,2.94443897916644
"1/4/2015 13:00",171,118,289,7,17,NA,2015-01-04 13:00:00,2015,1,4,"Sun",13,2.83321334405622
"1/4/2015 14:00",191,135,326,6,20,NA,2015-01-04 14:00:00,2015,1,4,"Sun",14,2.99573227355399
"1/4/2015 15:00",204,149,353,6,15,NA,2015-01-04 15:00:00,2015,1,4,"Sun",15,2.70805020110221
"1/4/2015 16:00",128,174,302,4,13,NA,2015-01-04 16:00:00,2015,1,4,"Sun",16,2.56494935746154
"1/4/2015 17:00",131,158,289,2,15,NA,2015-01-04 17:00:00,2015,1,4,"Sun",17,2.70805020110221
"1/4/2015 18:00",107,159,266,2,11,NA,2015-01-04 18:00:00,2015,1,4,"Sun",18,2.39789527279837
"1/4/2015 19:00",125,141,266,1,11,NA,2015-01-04 19:00:00,2015,1,4,"Sun",19,2.39789527279837
"1/4/2015 20:00",70,102,172,1,9,NA,2015-01-04 20:00:00,2015,1,4,"Sun",20,2.19722457733622
"1/4/2015 21:00",31,68,99,2,9,NA,2015-01-04 21:00:00,2015,1,4,"Sun",21,2.19722457733622
"1/4/2015 22:00",45,87,132,1,9,NA,2015-01-04 22:00:00,2015,1,4,"Sun",22,2.19722457733622
"1/4/2015 23:00",34,35,69,2,9,NA,2015-01-04 23:00:00,2015,1,4,"Sun",23,2.19722457733622
"1/5/2015 0:00",18,32,50,2,11,NA,2015-01-05 00:00:00,2015,1,5,"Mon",0,2.39789527279837
"1/5/2015 1:00",6,15,21,1,9,NA,2015-01-05 01:00:00,2015,1,5,"Mon",1,2.19722457733622
"1/5/2015 2:00",2,5,7,1,13,NA,2015-01-05 02:00:00,2015,1,5,"Mon",2,2.56494935746154
"1/5/2015 3:00",1,1,2,1,19,NA,2015-01-05 03:00:00,2015,1,5,"Mon",3,2.94443897916644
"1/5/2015 4:00",3,3,6,1,17,NA,2015-01-05 04:00:00,2015,1,5,"Mon",4,2.83321334405622
"1/5/2015 5:00",22,14,36,2,17,NA,2015-01-05 05:00:00,2015,1,5,"Mon",5,2.83321334405622
"1/5/2015 6:00",88,35,123,2,19,NA,2015-01-05 06:00:00,2015,1,5,"Mon",6,2.94443897916644
"1/5/2015 7:00",260,182,442,2,17,NA,2015-01-05 07:00:00,2015,1,5,"Mon",7,2.83321334405622
"1/5/2015 8:00",452,378,830,2,15,NA,2015-01-05 08:00:00,2015,1,5,"Mon",8,2.70805020110221
"1/5/2015 9:00",427,307,734,2,15,NA,2015-01-05 09:00:00,2015,1,5,"Mon",9,2.70805020110221
"1/5/2015 10:00",522,410,932,3,15,NA,2015-01-05 10:00:00,2015,1,5,"Mon",10,2.70805020110221
"1/5/2015 11:00",479,413,892,3,15,NA,2015-01-05 11:00:00,2015,1,5,"Mon",11,2.70805020110221
"1/5/2015 12:00",459,417,876,4,13,NA,2015-01-05 12:00:00,2015,1,5,"Mon",12,2.56494935746154
"1/5/2015 13:00",463,398,861,4,17,NA,2015-01-05 13:00:00,2015,1,5,"Mon",13,2.83321334405622
"1/5/2015 14:00",559,495,1054,4,15,NA,2015-01-05 14:00:00,2015,1,5,"Mon",14,2.70805020110221
"1/5/2015 15:00",548,474,1022,4,17,NA,2015-01-05 15:00:00,2015,1,5,"Mon",15,2.83321334405622
"1/5/2015 16:00",598,479,1077,3,17,NA,2015-01-05 16:00:00,2015,1,5,"Mon",16,2.83321334405622
"1/5/2015 17:00",742,472,1214,2,6,NA,2015-01-05 17:00:00,2015,1,5,"Mon",17,1.79175946922805
"1/5/2015 18:00",465,508,973,2,6,NA,2015-01-05 18:00:00,2015,1,5,"Mon",18,1.79175946922805
"1/5/2015 19:00",322,531,853,2,7,NA,2015-01-05 19:00:00,2015,1,5,"Mon",19,1.94591014905531
"1/5/2015 20:00",184,320,504,2,4,NA,2015-01-05 20:00:00,2015,1,5,"Mon",20,1.38629436111989
"1/5/2015 21:00",155,202,357,2,4,NA,2015-01-05 21:00:00,2015,1,5,"Mon",21,1.38629436111989
"1/5/2015 22:00",117,143,260,2,6,NA,2015-01-05 22:00:00,2015,1,5,"Mon",22,1.79175946922805
"1/5/2015 23:00",45,102,147,2,6,NA,2015-01-05 23:00:00,2015,1,5,"Mon",23,1.79175946922805
"1/6/2015 0:00",29,62,91,3,4,NA,2015-01-06 00:00:00,2015,1,6,"Tues",0,1.38629436111989
"1/6/2015 1:00",9,39,48,3,6,NA,2015-01-06 01:00:00,2015,1,6,"Tues",1,1.79175946922805
"1/6/2015 2:00",3,10,13,2,4,NA,2015-01-06 02:00:00,2015,1,6,"Tues",2,1.38629436111989
"1/6/2015 3:00",5,3,8,2,6,NA,2015-01-06 03:00:00,2015,1,6,"Tues",3,1.79175946922805
"1/6/2015 4:00",4,8,12,2,6,NA,2015-01-06 04:00:00,2015,1,6,"Tues",4,1.79175946922805
"1/6/2015 5:00",27,11,38,3,6,NA,2015-01-06 05:00:00,2015,1,6,"Tues",5,1.79175946922805
"1/6/2015 6:00",88,31,119,3,7,NA,2015-01-06 06:00:00,2015,1,6,"Tues",6,1.94591014905531
"1/6/2015 7:00",287,218,505,3,6,NA,2015-01-06 07:00:00,2015,1,6,"Tues",7,1.79175946922805
"1/6/2015 8:00",536,462,998,3,7,NA,2015-01-06 08:00:00,2015,1,6,"Tues",8,1.94591014905531
"1/6/2015 9:00",503,475,978,3,7,NA,2015-01-06 09:00:00,2015,1,6,"Tues",9,1.94591014905531
"1/6/2015 10:00",468,382,850,4,7,NA,2015-01-06 10:00:00,2015,1,6,"Tues",10,1.94591014905531
"1/6/2015 11:00",518,389,907,4,6,NA,2015-01-06 11:00:00,2015,1,6,"Tues",11,1.79175946922805
"1/6/2015 12:00",541,431,972,5,7,NA,2015-01-06 12:00:00,2015,1,6,"Tues",12,1.94591014905531
"1/6/2015 13:00",559,424,983,5,7,NA,2015-01-06 13:00:00,2015,1,6,"Tues",13,1.94591014905531
"1/6/2015 14:00",487,503,990,5,7,NA,2015-01-06 14:00:00,2015,1,6,"Tues",14,1.94591014905531
"1/6/2015 15:00",512,475,987,4,6,NA,2015-01-06 15:00:00,2015,1,6,"Tues",15,1.79175946922805
"1/6/2015 16:00",570,577,1147,3,4,NA,2015-01-06 16:00:00,2015,1,6,"Tues",16,1.38629436111989
"1/6/2015 17:00",629,569,1198,4,9,NA,2015-01-06 17:00:00,2015,1,6,"Tues",17,2.19722457733622
"1/6/2015 18:00",505,531,1036,3,13,NA,2015-01-06 18:00:00,2015,1,6,"Tues",18,2.56494935746154
"1/6/2015 19:00",411,418,829,3,11,NA,2015-01-06 19:00:00,2015,1,6,"Tues",19,2.39789527279837
"1/6/2015 20:00",235,309,544,3,9,NA,2015-01-06 20:00:00,2015,1,6,"Tues",20,2.19722457733622
"1/6/2015 21:00",154,196,350,4,13,NA,2015-01-06 21:00:00,2015,1,6,"Tues",21,2.56494935746154
"1/6/2015 22:00",98,236,334,3,11,NA,2015-01-06 22:00:00,2015,1,6,"Tues",22,2.39789527279837
"1/6/2015 23:00",60,96,156,4,15,NA,2015-01-06 23:00:00,2015,1,6,"Tues",23,2.70805020110221
"1/7/2015 0:00",24,54,78,4,15,NA,2015-01-07 00:00:00,2015,1,7,"Wed",0,2.70805020110221
"1/7/2015 1:00",13,31,44,4,17,NA,2015-01-07 01:00:00,2015,1,7,"Wed",1,2.83321334405622
"1/7/2015 2:00",3,4,7,4,15,NA,2015-01-07 02:00:00,2015,1,7,"Wed",2,2.70805020110221
"1/7/2015 3:00",4,4,8,4,15,NA,2015-01-07 03:00:00,2015,1,7,"Wed",3,2.70805020110221
"1/7/2015 4:00",4,3,7,5,15,NA,2015-01-07 04:00:00,2015,1,7,"Wed",4,2.70805020110221
"1/7/2015 5:00",28,9,37,4,15,NA,2015-01-07 05:00:00,2015,1,7,"Wed",5,2.70805020110221
"1/7/2015 6:00",100,33,133,2,9,NA,2015-01-07 06:00:00,2015,1,7,"Wed",6,2.19722457733622
"1/7/2015 7:00",517,235,752,3,9,NA,2015-01-07 07:00:00,2015,1,7,"Wed",7,2.19722457733622
"1/7/2015 8:00",687,507,1194,4,9,NA,2015-01-07 08:00:00,2015,1,7,"Wed",8,2.19722457733622
"1/7/2015 9:00",476,406,882,4,13,NA,2015-01-07 09:00:00,2015,1,7,"Wed",9,2.56494935746154
"1/7/2015 10:00",475,455,930,4,19,NA,2015-01-07 10:00:00,2015,1,7,"Wed",10,2.94443897916644
"1/7/2015 11:00",484,375,859,4,20,NA,2015-01-07 11:00:00,2015,1,7,"Wed",11,2.99573227355399
"1/7/2015 12:00",538,462,1000,5,17,NA,2015-01-07 12:00:00,2015,1,7,"Wed",12,2.83321334405622
"1/7/2015 13:00",570,459,1029,6,15,NA,2015-01-07 13:00:00,2015,1,7,"Wed",13,2.70805020110221
"1/7/2015 14:00",548,470,1018,6,19,NA,2015-01-07 14:00:00,2015,1,7,"Wed",14,2.94443897916644
"1/7/2015 15:00",549,570,1119,6,15,NA,2015-01-07 15:00:00,2015,1,7,"Wed",15,2.70805020110221
"1/7/2015 16:00",583,609,1192,5,11,NA,2015-01-07 16:00:00,2015,1,7,"Wed",16,2.39789527279837
"1/7/2015 17:00",650,633,1283,4,13,NA,2015-01-07 17:00:00,2015,1,7,"Wed",17,2.56494935746154
"1/7/2015 18:00",448,495,943,5,15,NA,2015-01-07 18:00:00,2015,1,7,"Wed",18,2.70805020110221
"1/7/2015 19:00",456,461,917,4,15,NA,2015-01-07 19:00:00,2015,1,7,"Wed",19,2.70805020110221
"1/7/2015 20:00",344,322,666,4,17,NA,2015-01-07 20:00:00,2015,1,7,"Wed",20,2.83321334405622
"1/7/2015 21:00",209,225,434,4,15,NA,2015-01-07 21:00:00,2015,1,7,"Wed",21,2.70805020110221
"1/7/2015 22:00",123,207,330,3,17,NA,2015-01-07 22:00:00,2015,1,7,"Wed",22,2.83321334405622
"1/7/2015 23:00",89,134,223,3,20,NA,2015-01-07 23:00:00,2015,1,7,"Wed",23,2.99573227355399
"1/8/2015 0:00",51,105,156,3,20,NA,2015-01-08 00:00:00,2015,1,8,"Thurs",0,2.99573227355399
"1/8/2015 1:00",19,66,85,3,19,NA,2015-01-08 01:00:00,2015,1,8,"Thurs",1,2.94443897916644
"1/8/2015 2:00",21,37,58,3,20,NA,2015-01-08 02:00:00,2015,1,8,"Thurs",2,2.99573227355399
"1/8/2015 3:00",2,32,34,4,20,NA,2015-01-08 03:00:00,2015,1,8,"Thurs",3,2.99573227355399
"1/8/2015 4:00",6,13,19,4,19,NA,2015-01-08 04:00:00,2015,1,8,"Thurs",4,2.94443897916644
"1/8/2015 5:00",34,14,48,4,19,NA,2015-01-08 05:00:00,2015,1,8,"Thurs",5,2.94443897916644
"1/8/2015 6:00",74,24,98,5,24,NA,2015-01-08 06:00:00,2015,1,8,"Thurs",6,3.17805383034795
"1/8/2015 7:00",397,209,606,5,19,NA,2015-01-08 07:00:00,2015,1,8,"Thurs",7,2.94443897916644
"1/8/2015 8:00",555,453,1008,6,19,NA,2015-01-08 08:00:00,2015,1,8,"Thurs",8,2.94443897916644
"1/8/2015 9:00",382,319,701,6,19,NA,2015-01-08 09:00:00,2015,1,8,"Thurs",9,2.94443897916644
"1/8/2015 10:00",455,356,811,6,17,NA,2015-01-08 10:00:00,2015,1,8,"Thurs",10,2.83321334405622
"1/8/2015 11:00",357,377,734,7,19,NA,2015-01-08 11:00:00,2015,1,8,"Thurs",11,2.94443897916644
"1/8/2015 12:00",392,445,837,7,20,NA,2015-01-08 12:00:00,2015,1,8,"Thurs",12,2.99573227355399
"1/8/2015 13:00",371,324,695,7,19,NA,2015-01-08 13:00:00,2015,1,8,"Thurs",13,2.94443897916644
"1/8/2015 14:00",327,361,688,7,11,NA,2015-01-08 14:00:00,2015,1,8,"Thurs",14,2.39789527279837
"1/8/2015 15:00",349,307,656,8,13,NA,2015-01-08 15:00:00,2015,1,8,"Thurs",15,2.56494935746154
"1/8/2015 16:00",365,299,664,8,17,NA,2015-01-08 16:00:00,2015,1,8,"Thurs",16,2.83321334405622
"1/8/2015 17:00",376,348,724,6,28,NA,2015-01-08 17:00:00,2015,1,8,"Thurs",17,3.3322045101752
"1/8/2015 18:00",299,294,593,5,15,NA,2015-01-08 18:00:00,2015,1,8,"Thurs",18,2.70805020110221
"1/8/2015 19:00",281,293,574,5,11,NA,2015-01-08 19:00:00,2015,1,8,"Thurs",19,2.39789527279837
"1/8/2015 20:00",148,188,336,6,24,NA,2015-01-08 20:00:00,2015,1,8,"Thurs",20,3.17805383034795
"1/8/2015 21:00",110,104,214,6,30,NA,2015-01-08 21:00:00,2015,1,8,"Thurs",21,3.40119738166216
"1/8/2015 22:00",89,127,216,6,30,NA,2015-01-08 22:00:00,2015,1,8,"Thurs",22,3.40119738166216
"1/8/2015 23:00",31,61,92,6,30,NA,2015-01-08 23:00:00,2015,1,8,"Thurs",23,3.40119738166216
"1/9/2015 0:00",21,69,90,6,24,NA,2015-01-09 00:00:00,2015,1,9,"Fri",0,3.17805383034795
"1/9/2015 1:00",12,23,35,6,22,NA,2015-01-09 01:00:00,2015,1,9,"Fri",1,3.09104245335832
"1/9/2015 2:00",2,16,18,7,24,NA,2015-01-09 02:00:00,2015,1,9,"Fri",2,3.17805383034795
"1/9/2015 3:00",5,8,13,7,30,NA,2015-01-09 03:00:00,2015,1,9,"Fri",3,3.40119738166216
"1/9/2015 4:00",8,6,14,7,30,NA,2015-01-09 04:00:00,2015,1,9,"Fri",4,3.40119738166216
"1/9/2015 5:00",27,12,39,7,30,NA,2015-01-09 05:00:00,2015,1,9,"Fri",5,3.40119738166216
"1/9/2015 6:00",58,30,88,8,39,NA,2015-01-09 06:00:00,2015,1,9,"Fri",6,3.66356164612965
"1/9/2015 7:00",301,158,459,8,39,NA,2015-01-09 07:00:00,2015,1,9,"Fri",7,3.66356164612965
"1/9/2015 8:00",376,344,720,8,44,NA,2015-01-09 08:00:00,2015,1,9,"Fri",8,3.78418963391826
"1/9/2015 9:00",338,263,601,8,44,NA,2015-01-09 09:00:00,2015,1,9,"Fri",9,3.78418963391826
"1/9/2015 10:00",345,261,606,8,41,NA,2015-01-09 10:00:00,2015,1,9,"Fri",10,3.71357206670431
"1/9/2015 11:00",363,228,591,9,39,NA,2015-01-09 11:00:00,2015,1,9,"Fri",11,3.66356164612965
"1/9/2015 12:00",402,286,688,10,39,NA,2015-01-09 12:00:00,2015,1,9,"Fri",12,3.66356164612965
"1/9/2015 13:00",358,341,699,11,43,NA,2015-01-09 13:00:00,2015,1,9,"Fri",13,3.76120011569356
"1/9/2015 14:00",341,345,686,11,39,NA,2015-01-09 14:00:00,2015,1,9,"Fri",14,3.66356164612965
"1/9/2015 15:00",336,269,605,11,37,NA,2015-01-09 15:00:00,2015,1,9,"Fri",15,3.61091791264422
"1/9/2015 16:00",338,285,623,10,43,NA,2015-01-09 16:00:00,2015,1,9,"Fri",16,3.76120011569356
"1/9/2015 17:00",340,304,644,9,54,NA,2015-01-09 17:00:00,2015,1,9,"Fri",17,3.98898404656427
"1/9/2015 18:00",326,242,568,7,28,NA,2015-01-09 18:00:00,2015,1,9,"Fri",18,3.3322045101752
"1/9/2015 19:00",337,191,528,7,22,NA,2015-01-09 19:00:00,2015,1,9,"Fri",19,3.09104245335832
"1/9/2015 20:00",241,179,420,6,11,NA,2015-01-09 20:00:00,2015,1,9,"Fri",20,2.39789527279837
"1/9/2015 21:00",150,141,291,6,13,NA,2015-01-09 21:00:00,2015,1,9,"Fri",21,2.56494935746154
"1/9/2015 22:00",100,166,266,7,15,NA,2015-01-09 22:00:00,2015,1,9,"Fri",22,2.70805020110221
"1/9/2015 23:00",60,124,184,11,32,NA,2015-01-09 23:00:00,2015,1,9,"Fri",23,3.46573590279973
"1/10/2015 0:00",39,167,206,13,39,NA,2015-01-10 00:00:00,2015,1,10,"Sat",0,3.66356164612965
"1/10/2015 1:00",32,136,168,13,50,NA,2015-01-10 01:00:00,2015,1,10,"Sat",1,3.91202300542815
"1/10/2015 2:00",22,67,89,13,37,NA,2015-01-10 02:00:00,2015,1,10,"Sat",2,3.61091791264422
"1/10/2015 3:00",15,70,85,12,41,NA,2015-01-10 03:00:00,2015,1,10,"Sat",3,3.71357206670431
"1/10/2015 4:00",9,36,45,13,37,NA,2015-01-10 04:00:00,2015,1,10,"Sat",4,3.61091791264422
"1/10/2015 5:00",25,28,53,13,35,NA,2015-01-10 05:00:00,2015,1,10,"Sat",5,3.55534806148941
"1/10/2015 6:00",16,7,23,13,35,NA,2015-01-10 06:00:00,2015,1,10,"Sat",6,3.55534806148941
"1/10/2015 7:00",58,21,79,13,39,NA,2015-01-10 07:00:00,2015,1,10,"Sat",7,3.66356164612965
"1/10/2015 8:00",95,29,124,13,37,NA,2015-01-10 08:00:00,2015,1,10,"Sat",8,3.61091791264422
"1/10/2015 9:00",182,58,240,12,41,NA,2015-01-10 09:00:00,2015,1,10,"Sat",9,3.71357206670431
"1/10/2015 10:00",214,81,295,12,39,NA,2015-01-10 10:00:00,2015,1,10,"Sat",10,3.66356164612965
"1/10/2015 11:00",184,93,277,12,44,NA,2015-01-10 11:00:00,2015,1,10,"Sat",11,3.78418963391826
"1/10/2015 12:00",200,135,335,11,41,NA,2015-01-10 12:00:00,2015,1,10,"Sat",12,3.71357206670431
"1/10/2015 13:00",178,130,308,11,37,NA,2015-01-10 13:00:00,2015,1,10,"Sat",13,3.61091791264422
"1/10/2015 14:00",134,139,273,6,59,NA,2015-01-10 14:00:00,2015,1,10,"Sat",14,4.07753744390572
