"Stunden","FR.stadteinwärts","FR.stadtauswärts","noOfBikes","temp","wind","weather","date","year","month","day","weekday","hour","wind_log"
"5/21/2015 20:00",331,359,690,14,6,NA,2015-05-21 20:00:00,2015,5,21,"Thurs",20,1.79175946922805
"5/21/2015 21:00",274,252,526,13,4,NA,2015-05-21 21:00:00,2015,5,21,"Thurs",21,1.38629436111989
"5/21/2015 22:00",195,217,412,13,7,NA,2015-05-21 22:00:00,2015,5,21,"Thurs",22,1.94591014905531
"5/21/2015 23:00",143,250,393,12,6,NA,2015-05-21 23:00:00,2015,5,21,"Thurs",23,1.79175946922805
"5/22/2015 0:00",59,123,182,10,4,NA,2015-05-22 00:00:00,2015,5,22,"Fri",0,1.38629436111989
"5/22/2015 1:00",23,88,111,9,2,NA,2015-05-22 01:00:00,2015,5,22,"Fri",1,0.693147180559945
"5/22/2015 2:00",18,57,75,8,2,NA,2015-05-22 02:00:00,2015,5,22,"Fri",2,0.693147180559945
"5/22/2015 3:00",9,72,81,7,2,NA,2015-05-22 03:00:00,2015,5,22,"Fri",3,0.693147180559945
"5/22/2015 4:00",17,53,70,7,4,NA,2015-05-22 04:00:00,2015,5,22,"Fri",4,1.38629436111989
"5/22/2015 5:00",30,30,60,7,4,NA,2015-05-22 05:00:00,2015,5,22,"Fri",5,1.38629436111989
"5/22/2015 6:00",107,28,135,8,4,NA,2015-05-22 06:00:00,2015,5,22,"Fri",6,1.38629436111989
"5/22/2015 7:00",429,212,641,11,6,NA,2015-05-22 07:00:00,2015,5,22,"Fri",7,1.79175946922805
"5/22/2015 8:00",614,399,1013,12,7,NA,2015-05-22 08:00:00,2015,5,22,"Fri",8,1.94591014905531
"5/22/2015 9:00",506,303,809,15,13,NA,2015-05-22 09:00:00,2015,5,22,"Fri",9,2.56494935746154
"5/22/2015 10:00",478,354,832,16,15,NA,2015-05-22 10:00:00,2015,5,22,"Fri",10,2.70805020110221
"5/22/2015 11:00",468,290,758,17,13,NA,2015-05-22 11:00:00,2015,5,22,"Fri",11,2.56494935746154
"5/22/2015 12:00",479,456,935,18,13,NA,2015-05-22 12:00:00,2015,5,22,"Fri",12,2.56494935746154
"5/22/2015 13:00",462,437,899,19,13,NA,2015-05-22 13:00:00,2015,5,22,"Fri",13,2.56494935746154
"5/22/2015 14:00",465,498,963,19,15,NA,2015-05-22 14:00:00,2015,5,22,"Fri",14,2.70805020110221
"5/22/2015 15:00",485,463,948,19,11,NA,2015-05-22 15:00:00,2015,5,22,"Fri",15,2.39789527279837
"5/22/2015 16:00",446,414,860,20,13,NA,2015-05-22 16:00:00,2015,5,22,"Fri",16,2.56494935746154
"5/22/2015 17:00",428,460,888,19,11,NA,2015-05-22 17:00:00,2015,5,22,"Fri",17,2.39789527279837
"5/22/2015 18:00",418,474,892,19,9,NA,2015-05-22 18:00:00,2015,5,22,"Fri",18,2.19722457733622
"5/22/2015 19:00",346,348,694,19,9,NA,2015-05-22 19:00:00,2015,5,22,"Fri",19,2.19722457733622
"5/22/2015 20:00",234,318,552,18,4,NA,2015-05-22 20:00:00,2015,5,22,"Fri",20,1.38629436111989
"5/22/2015 21:00",185,193,378,16,4,NA,2015-05-22 21:00:00,2015,5,22,"Fri",21,1.38629436111989
"5/22/2015 22:00",125,177,302,16,7,NA,2015-05-22 22:00:00,2015,5,22,"Fri",22,1.94591014905531
"5/22/2015 23:00",120,189,309,15,9,NA,2015-05-22 23:00:00,2015,5,22,"Fri",23,2.19722457733622
"5/23/2015 0:00",109,139,248,15,6,NA,2015-05-23 00:00:00,2015,5,23,"Sat",0,1.79175946922805
"5/23/2015 1:00",64,112,176,15,6,NA,2015-05-23 01:00:00,2015,5,23,"Sat",1,1.79175946922805
"5/23/2015 2:00",69,99,168,14,2,NA,2015-05-23 02:00:00,2015,5,23,"Sat",2,0.693147180559945
"5/23/2015 3:00",24,83,107,13,6,NA,2015-05-23 03:00:00,2015,5,23,"Sat",3,1.79175946922805
"5/23/2015 4:00",32,53,85,13,7,NA,2015-05-23 04:00:00,2015,5,23,"Sat",4,1.94591014905531
"5/23/2015 5:00",30,24,54,13,2,NA,2015-05-23 05:00:00,2015,5,23,"Sat",5,0.693147180559945
"5/23/2015 6:00",45,18,63,13,6,NA,2015-05-23 06:00:00,2015,5,23,"Sat",6,1.79175946922805
"5/23/2015 7:00",103,27,130,14,2,NA,2015-05-23 07:00:00,2015,5,23,"Sat",7,0.693147180559945
"5/23/2015 8:00",177,70,247,14,7,NA,2015-05-23 08:00:00,2015,5,23,"Sat",8,1.94591014905531
"5/23/2015 9:00",319,98,417,16,7,NA,2015-05-23 09:00:00,2015,5,23,"Sat",9,1.94591014905531
"5/23/2015 10:00",363,167,530,16,9,NA,2015-05-23 10:00:00,2015,5,23,"Sat",10,2.19722457733622
"5/23/2015 11:00",413,182,595,16,13,NA,2015-05-23 11:00:00,2015,5,23,"Sat",11,2.56494935746154
"5/23/2015 12:00",411,217,628,15,15,NA,2015-05-23 12:00:00,2015,5,23,"Sat",12,2.70805020110221
"5/23/2015 13:00",314,263,577,14,17,NA,2015-05-23 13:00:00,2015,5,23,"Sat",13,2.83321334405622
"5/23/2015 14:00",340,299,639,13,11,NA,2015-05-23 14:00:00,2015,5,23,"Sat",14,2.39789527279837
"5/23/2015 15:00",247,331,578,13,13,NA,2015-05-23 15:00:00,2015,5,23,"Sat",15,2.56494935746154
"5/23/2015 16:00",199,262,461,13,11,NA,2015-05-23 16:00:00,2015,5,23,"Sat",16,2.39789527279837
"5/23/2015 17:00",209,329,538,14,7,NA,2015-05-23 17:00:00,2015,5,23,"Sat",17,1.94591014905531
"5/23/2015 18:00",228,260,488,15,9,NA,2015-05-23 18:00:00,2015,5,23,"Sat",18,2.19722457733622
"5/23/2015 19:00",251,226,477,14,7,NA,2015-05-23 19:00:00,2015,5,23,"Sat",19,1.94591014905531
"5/23/2015 20:00",170,189,359,14,6,NA,2015-05-23 20:00:00,2015,5,23,"Sat",20,1.79175946922805
"5/23/2015 21:00",105,124,229,12,7,NA,2015-05-23 21:00:00,2015,5,23,"Sat",21,1.94591014905531
"5/23/2015 22:00",135,112,247,11,9,NA,2015-05-23 22:00:00,2015,5,23,"Sat",22,2.19722457733622
"5/23/2015 23:00",120,143,263,10,11,NA,2015-05-23 23:00:00,2015,5,23,"Sat",23,2.39789527279837
"5/24/2015 0:00",79,109,188,8,7,NA,2015-05-24 00:00:00,2015,5,24,"Sun",0,1.94591014905531
"5/24/2015 1:00",65,123,188,6,4,NA,2015-05-24 01:00:00,2015,5,24,"Sun",1,1.38629436111989
"5/24/2015 2:00",29,86,115,5,4,NA,2015-05-24 02:00:00,2015,5,24,"Sun",2,1.38629436111989
"5/24/2015 3:00",14,63,77,6,2,NA,2015-05-24 03:00:00,2015,5,24,"Sun",3,0.693147180559945
"5/24/2015 4:00",10,44,54,7,2,NA,2015-05-24 04:00:00,2015,5,24,"Sun",4,0.693147180559945
"5/24/2015 5:00",22,32,54,7,2,NA,2015-05-24 05:00:00,2015,5,24,"Sun",5,0.693147180559945
"5/24/2015 6:00",22,15,37,8,6,NA,2015-05-24 06:00:00,2015,5,24,"Sun",6,1.79175946922805
"5/24/2015 7:00",23,16,39,10,7,NA,2015-05-24 07:00:00,2015,5,24,"Sun",7,1.94591014905531
"5/24/2015 8:00",55,24,79,12,6,NA,2015-05-24 08:00:00,2015,5,24,"Sun",8,1.79175946922805
"5/24/2015 9:00",134,67,201,12,4,NA,2015-05-24 09:00:00,2015,5,24,"Sun",9,1.38629436111989
"5/24/2015 10:00",183,112,295,15,4,NA,2015-05-24 10:00:00,2015,5,24,"Sun",10,1.38629436111989
"5/24/2015 11:00",201,147,348,15,6,NA,2015-05-24 11:00:00,2015,5,24,"Sun",11,1.79175946922805
"5/24/2015 12:00",155,176,331,16,11,NA,2015-05-24 12:00:00,2015,5,24,"Sun",12,2.39789527279837
"5/24/2015 13:00",254,155,409,16,7,NA,2015-05-24 13:00:00,2015,5,24,"Sun",13,1.94591014905531
"5/24/2015 14:00",251,207,458,17,7,NA,2015-05-24 14:00:00,2015,5,24,"Sun",14,1.94591014905531
"5/24/2015 15:00",230,172,402,18,7,NA,2015-05-24 15:00:00,2015,5,24,"Sun",15,1.94591014905531
"5/24/2015 16:00",231,223,454,19,7,NA,2015-05-24 16:00:00,2015,5,24,"Sun",16,1.94591014905531
"5/24/2015 17:00",260,208,468,20,7,NA,2015-05-24 17:00:00,2015,5,24,"Sun",17,1.94591014905531
"5/24/2015 18:00",248,203,451,19,9,NA,2015-05-24 18:00:00,2015,5,24,"Sun",18,2.19722457733622
"5/24/2015 19:00",214,199,413,19,13,NA,2015-05-24 19:00:00,2015,5,24,"Sun",19,2.56494935746154
"5/24/2015 20:00",159,158,317,18,11,NA,2015-05-24 20:00:00,2015,5,24,"Sun",20,2.39789527279837
"5/24/2015 21:00",95,171,266,14,4,NA,2015-05-24 21:00:00,2015,5,24,"Sun",21,1.38629436111989
"5/24/2015 22:00",105,156,261,11,4,NA,2015-05-24 22:00:00,2015,5,24,"Sun",22,1.38629436111989
"5/24/2015 23:00",62,110,172,10,6,NA,2015-05-24 23:00:00,2015,5,24,"Sun",23,1.79175946922805
"5/25/2015 0:00",76,101,177,10,4,NA,2015-05-25 00:00:00,2015,5,25,"Mon",0,1.38629436111989
"5/25/2015 1:00",34,81,115,10,6,NA,2015-05-25 01:00:00,2015,5,25,"Mon",1,1.79175946922805
"5/25/2015 2:00",19,71,90,11,6,NA,2015-05-25 02:00:00,2015,5,25,"Mon",2,1.79175946922805
"5/25/2015 3:00",14,51,65,11,4,NA,2015-05-25 03:00:00,2015,5,25,"Mon",3,1.38629436111989
"5/25/2015 4:00",10,13,23,11,4,NA,2015-05-25 04:00:00,2015,5,25,"Mon",4,1.38629436111989
"5/25/2015 5:00",10,20,30,11,6,NA,2015-05-25 05:00:00,2015,5,25,"Mon",5,1.79175946922805
"5/25/2015 6:00",15,21,36,12,7,NA,2015-05-25 06:00:00,2015,5,25,"Mon",6,1.94591014905531
"5/25/2015 7:00",22,9,31,11,7,NA,2015-05-25 07:00:00,2015,5,25,"Mon",7,1.94591014905531
"5/25/2015 8:00",35,22,57,11,7,NA,2015-05-25 08:00:00,2015,5,25,"Mon",8,1.94591014905531
"5/25/2015 9:00",63,53,116,12,7,NA,2015-05-25 09:00:00,2015,5,25,"Mon",9,1.94591014905531
"5/25/2015 10:00",95,59,154,11,13,NA,2015-05-25 10:00:00,2015,5,25,"Mon",10,2.56494935746154
"5/25/2015 11:00",127,104,231,13,9,NA,2015-05-25 11:00:00,2015,5,25,"Mon",11,2.19722457733622
"5/25/2015 12:00",122,87,209,14,9,NA,2015-05-25 12:00:00,2015,5,25,"Mon",12,2.19722457733622
"5/25/2015 13:00",163,118,281,16,11,NA,2015-05-25 13:00:00,2015,5,25,"Mon",13,2.39789527279837
"5/25/2015 14:00",164,131,295,17,20,NA,2015-05-25 14:00:00,2015,5,25,"Mon",14,2.99573227355399
"5/25/2015 15:00",214,177,391,16,17,NA,2015-05-25 15:00:00,2015,5,25,"Mon",15,2.83321334405622
"5/25/2015 16:00",192,175,367,16,17,NA,2015-05-25 16:00:00,2015,5,25,"Mon",16,2.83321334405622
"5/25/2015 17:00",213,219,432,15,17,NA,2015-05-25 17:00:00,2015,5,25,"Mon",17,2.83321334405622
"5/25/2015 18:00",185,164,349,15,13,NA,2015-05-25 18:00:00,2015,5,25,"Mon",18,2.56494935746154
"5/25/2015 19:00",166,138,304,14,11,NA,2015-05-25 19:00:00,2015,5,25,"Mon",19,2.39789527279837
"5/25/2015 20:00",136,128,264,13,9,NA,2015-05-25 20:00:00,2015,5,25,"Mon",20,2.19722457733622
"5/25/2015 21:00",72,104,176,12,9,NA,2015-05-25 21:00:00,2015,5,25,"Mon",21,2.19722457733622
"5/25/2015 22:00",68,112,180,12,11,NA,2015-05-25 22:00:00,2015,5,25,"Mon",22,2.39789527279837
"5/25/2015 23:00",37,72,109,11,13,NA,2015-05-25 23:00:00,2015,5,25,"Mon",23,2.56494935746154
"5/26/2015 0:00",14,44,58,11,7,NA,2015-05-26 00:00:00,2015,5,26,"Tues",0,1.94591014905531
"5/26/2015 1:00",9,56,65,10,7,NA,2015-05-26 01:00:00,2015,5,26,"Tues",1,1.94591014905531
"5/26/2015 2:00",5,26,31,10,11,NA,2015-05-26 02:00:00,2015,5,26,"Tues",2,2.39789527279837
"5/26/2015 3:00",4,4,8,10,11,NA,2015-05-26 03:00:00,2015,5,26,"Tues",3,2.39789527279837
"5/26/2015 4:00",6,6,12,9,9,NA,2015-05-26 04:00:00,2015,5,26,"Tues",4,2.19722457733622
"5/26/2015 5:00",24,16,40,8,9,NA,2015-05-26 05:00:00,2015,5,26,"Tues",5,2.19722457733622
"5/26/2015 6:00",96,41,137,8,9,NA,2015-05-26 06:00:00,2015,5,26,"Tues",6,2.19722457733622
"5/26/2015 7:00",321,136,457,10,9,NA,2015-05-26 07:00:00,2015,5,26,"Tues",7,2.19722457733622
"5/26/2015 8:00",501,315,816,11,13,NA,2015-05-26 08:00:00,2015,5,26,"Tues",8,2.56494935746154
"5/26/2015 9:00",302,276,578,12,13,NA,2015-05-26 09:00:00,2015,5,26,"Tues",9,2.56494935746154
"5/26/2015 10:00",316,236,552,12,15,NA,2015-05-26 10:00:00,2015,5,26,"Tues",10,2.70805020110221
"5/26/2015 11:00",299,259,558,11,11,NA,2015-05-26 11:00:00,2015,5,26,"Tues",11,2.39789527279837
"5/26/2015 12:00",308,240,548,13,19,NA,2015-05-26 12:00:00,2015,5,26,"Tues",12,2.94443897916644
"5/26/2015 13:00",286,274,560,12,9,NA,2015-05-26 13:00:00,2015,5,26,"Tues",13,2.19722457733622
"5/26/2015 14:00",311,304,615,13,17,NA,2015-05-26 14:00:00,2015,5,26,"Tues",14,2.83321334405622
"5/26/2015 15:00",316,308,624,14,15,NA,2015-05-26 15:00:00,2015,5,26,"Tues",15,2.70805020110221
"5/26/2015 16:00",397,423,820,14,19,NA,2015-05-26 16:00:00,2015,5,26,"Tues",16,2.94443897916644
"5/26/2015 17:00",436,415,851,14,19,NA,2015-05-26 17:00:00,2015,5,26,"Tues",17,2.94443897916644
"5/26/2015 18:00",427,450,877,11,19,NA,2015-05-26 18:00:00,2015,5,26,"Tues",18,2.94443897916644
"5/26/2015 19:00",355,381,736,12,17,NA,2015-05-26 19:00:00,2015,5,26,"Tues",19,2.83321334405622
"5/26/2015 20:00",225,256,481,11,13,NA,2015-05-26 20:00:00,2015,5,26,"Tues",20,2.56494935746154
"5/26/2015 21:00",168,168,336,11,13,NA,2015-05-26 21:00:00,2015,5,26,"Tues",21,2.56494935746154
"5/26/2015 22:00",95,187,282,10,9,NA,2015-05-26 22:00:00,2015,5,26,"Tues",22,2.19722457733622
"5/26/2015 23:00",46,102,148,10,11,NA,2015-05-26 23:00:00,2015,5,26,"Tues",23,2.39789527279837
"5/27/2015 0:00",27,57,84,10,11,NA,2015-05-27 00:00:00,2015,5,27,"Wed",0,2.39789527279837
"5/27/2015 1:00",11,41,52,9,6,NA,2015-05-27 01:00:00,2015,5,27,"Wed",1,1.79175946922805
"5/27/2015 2:00",6,19,25,9,6,NA,2015-05-27 02:00:00,2015,5,27,"Wed",2,1.79175946922805
"5/27/2015 3:00",6,10,16,9,7,NA,2015-05-27 03:00:00,2015,5,27,"Wed",3,1.94591014905531
"5/27/2015 4:00",9,4,13,9,7,NA,2015-05-27 04:00:00,2015,5,27,"Wed",4,1.94591014905531
"5/27/2015 5:00",29,14,43,9,7,NA,2015-05-27 05:00:00,2015,5,27,"Wed",5,1.94591014905531
"5/27/2015 6:00",117,36,153,10,11,NA,2015-05-27 06:00:00,2015,5,27,"Wed",6,2.39789527279837
"5/27/2015 7:00",483,175,658,10,9,NA,2015-05-27 07:00:00,2015,5,27,"Wed",7,2.19722457733622
"5/27/2015 8:00",569,391,960,11,9,NA,2015-05-27 08:00:00,2015,5,27,"Wed",8,2.19722457733622
"5/27/2015 9:00",419,257,676,12,11,NA,2015-05-27 09:00:00,2015,5,27,"Wed",9,2.39789527279837
"5/27/2015 10:00",427,285,712,13,9,NA,2015-05-27 10:00:00,2015,5,27,"Wed",10,2.19722457733622
"5/27/2015 11:00",374,276,650,14,9,NA,2015-05-27 11:00:00,2015,5,27,"Wed",11,2.19722457733622
"5/27/2015 12:00",357,281,638,15,7,NA,2015-05-27 12:00:00,2015,5,27,"Wed",12,1.94591014905531
"5/27/2015 13:00",394,375,769,16,9,NA,2015-05-27 13:00:00,2015,5,27,"Wed",13,2.19722457733622
"5/27/2015 14:00",369,373,742,16,11,NA,2015-05-27 14:00:00,2015,5,27,"Wed",14,2.39789527279837
"5/27/2015 15:00",421,409,830,16,15,NA,2015-05-27 15:00:00,2015,5,27,"Wed",15,2.70805020110221
"5/27/2015 16:00",414,380,794,16,13,NA,2015-05-27 16:00:00,2015,5,27,"Wed",16,2.56494935746154
"5/27/2015 17:00",521,514,1035,16,13,NA,2015-05-27 17:00:00,2015,5,27,"Wed",17,2.56494935746154
"5/27/2015 18:00",512,473,985,16,9,NA,2015-05-27 18:00:00,2015,5,27,"Wed",18,2.19722457733622
"5/27/2015 19:00",395,412,807,16,7,NA,2015-05-27 19:00:00,2015,5,27,"Wed",19,1.94591014905531
"5/27/2015 20:00",274,317,591,15,7,NA,2015-05-27 20:00:00,2015,5,27,"Wed",20,1.94591014905531
"5/27/2015 21:00",210,241,451,14,7,NA,2015-05-27 21:00:00,2015,5,27,"Wed",21,1.94591014905531
"5/27/2015 22:00",151,223,374,14,9,NA,2015-05-27 22:00:00,2015,5,27,"Wed",22,2.19722457733622
"5/27/2015 23:00",95,187,282,13,13,NA,2015-05-27 23:00:00,2015,5,27,"Wed",23,2.56494935746154
"5/28/2015 0:00",69,116,185,13,11,NA,2015-05-28 00:00:00,2015,5,28,"Thurs",0,2.39789527279837
"5/28/2015 1:00",50,121,171,13,9,NA,2015-05-28 01:00:00,2015,5,28,"Thurs",1,2.19722457733622
"5/28/2015 2:00",27,76,103,12,7,NA,2015-05-28 02:00:00,2015,5,28,"Thurs",2,1.94591014905531
"5/28/2015 3:00",33,52,85,12,13,NA,2015-05-28 03:00:00,2015,5,28,"Thurs",3,2.56494935746154
"5/28/2015 4:00",34,39,73,13,15,NA,2015-05-28 04:00:00,2015,5,28,"Thurs",4,2.70805020110221
"5/28/2015 5:00",43,32,75,13,15,NA,2015-05-28 05:00:00,2015,5,28,"Thurs",5,2.70805020110221
"5/28/2015 6:00",115,38,153,13,19,NA,2015-05-28 06:00:00,2015,5,28,"Thurs",6,2.94443897916644
"5/28/2015 7:00",466,157,623,14,19,NA,2015-05-28 07:00:00,2015,5,28,"Thurs",7,2.94443897916644
"5/28/2015 8:00",455,322,777,15,20,NA,2015-05-28 08:00:00,2015,5,28,"Thurs",8,2.99573227355399
"5/28/2015 9:00",417,309,726,15,20,NA,2015-05-28 09:00:00,2015,5,28,"Thurs",9,2.99573227355399
"5/28/2015 10:00",319,270,589,16,26,NA,2015-05-28 10:00:00,2015,5,28,"Thurs",10,3.25809653802148
"5/28/2015 11:00",294,236,530,15,24,NA,2015-05-28 11:00:00,2015,5,28,"Thurs",11,3.17805383034795
"5/28/2015 12:00",328,305,633,16,24,NA,2015-05-28 12:00:00,2015,5,28,"Thurs",12,3.17805383034795
"5/28/2015 13:00",327,326,653,17,24,NA,2015-05-28 13:00:00,2015,5,28,"Thurs",13,3.17805383034795
"5/28/2015 14:00",415,383,798,15,22,NA,2015-05-28 14:00:00,2015,5,28,"Thurs",14,3.09104245335832
"5/28/2015 15:00",319,351,670,15,17,NA,2015-05-28 15:00:00,2015,5,28,"Thurs",15,2.83321334405622
"5/28/2015 16:00",423,417,840,15,15,NA,2015-05-28 16:00:00,2015,5,28,"Thurs",16,2.70805020110221
"5/28/2015 17:00",483,458,941,14,11,NA,2015-05-28 17:00:00,2015,5,28,"Thurs",17,2.39789527279837
"5/28/2015 18:00",531,456,987,15,19,NA,2015-05-28 18:00:00,2015,5,28,"Thurs",18,2.94443897916644
"5/28/2015 19:00",457,411,868,14,11,NA,2015-05-28 19:00:00,2015,5,28,"Thurs",19,2.39789527279837
"5/28/2015 20:00",319,315,634,13,17,NA,2015-05-28 20:00:00,2015,5,28,"Thurs",20,2.83321334405622
"5/28/2015 21:00",159,191,350,11,9,NA,2015-05-28 21:00:00,2015,5,28,"Thurs",21,2.19722457733622
"5/28/2015 22:00",187,281,468,10,4,NA,2015-05-28 22:00:00,2015,5,28,"Thurs",22,1.38629436111989
"5/28/2015 23:00",73,222,295,8,2,NA,2015-05-28 23:00:00,2015,5,28,"Thurs",23,0.693147180559945
"5/29/2015 0:00",46,111,157,6,2,NA,2015-05-29 00:00:00,2015,5,29,"Fri",0,0.693147180559945
"5/29/2015 1:00",17,64,81,6,2,NA,2015-05-29 01:00:00,2015,5,29,"Fri",1,0.693147180559945
"5/29/2015 2:00",9,19,28,6,2,NA,2015-05-29 02:00:00,2015,5,29,"Fri",2,0.693147180559945
"5/29/2015 3:00",2,14,16,5,2,NA,2015-05-29 03:00:00,2015,5,29,"Fri",3,0.693147180559945
"5/29/2015 4:00",6,14,20,6,6,NA,2015-05-29 04:00:00,2015,5,29,"Fri",4,1.79175946922805
"5/29/2015 5:00",37,12,49,6,6,NA,2015-05-29 05:00:00,2015,5,29,"Fri",5,1.79175946922805
"5/29/2015 6:00",109,37,146,8,4,NA,2015-05-29 06:00:00,2015,5,29,"Fri",6,1.38629436111989
"5/29/2015 7:00",430,167,597,9,6,NA,2015-05-29 07:00:00,2015,5,29,"Fri",7,1.79175946922805
"5/29/2015 8:00",487,288,775,11,11,NA,2015-05-29 08:00:00,2015,5,29,"Fri",8,2.39789527279837
"5/29/2015 9:00",423,298,721,14,11,NA,2015-05-29 09:00:00,2015,5,29,"Fri",9,2.39789527279837
"5/29/2015 10:00",351,227,578,15,17,NA,2015-05-29 10:00:00,2015,5,29,"Fri",10,2.83321334405622
"5/29/2015 11:00",349,245,594,14,19,NA,2015-05-29 11:00:00,2015,5,29,"Fri",11,2.94443897916644
"5/29/2015 12:00",371,329,700,15,17,NA,2015-05-29 12:00:00,2015,5,29,"Fri",12,2.83321334405622
"5/29/2015 13:00",388,390,778,15,22,NA,2015-05-29 13:00:00,2015,5,29,"Fri",13,3.09104245335832
"5/29/2015 14:00",396,428,824,16,24,NA,2015-05-29 14:00:00,2015,5,29,"Fri",14,3.17805383034795
"5/29/2015 15:00",399,358,757,17,26,NA,2015-05-29 15:00:00,2015,5,29,"Fri",15,3.25809653802148
"5/29/2015 16:00",421,351,772,17,24,NA,2015-05-29 16:00:00,2015,5,29,"Fri",16,3.17805383034795
"5/29/2015 17:00",445,402,847,16,28,NA,2015-05-29 17:00:00,2015,5,29,"Fri",17,3.3322045101752
"5/29/2015 18:00",468,414,882,16,22,NA,2015-05-29 18:00:00,2015,5,29,"Fri",18,3.09104245335832
"5/29/2015 19:00",428,380,808,16,26,NA,2015-05-29 19:00:00,2015,5,29,"Fri",19,3.25809653802148
"5/29/2015 20:00",395,289,684,15,22,NA,2015-05-29 20:00:00,2015,5,29,"Fri",20,3.09104245335832
"5/29/2015 21:00",283,249,532,11,37,NA,2015-05-29 21:00:00,2015,5,29,"Fri",21,3.61091791264422
"5/29/2015 22:00",153,211,364,10,20,NA,2015-05-29 22:00:00,2015,5,29,"Fri",22,2.99573227355399
"5/29/2015 23:00",111,225,336,9,19,NA,2015-05-29 23:00:00,2015,5,29,"Fri",23,2.94443897916644
"5/30/2015 0:00",94,193,287,9,20,NA,2015-05-30 00:00:00,2015,5,30,"Sat",0,2.99573227355399
"5/30/2015 1:00",65,143,208,9,15,NA,2015-05-30 01:00:00,2015,5,30,"Sat",1,2.70805020110221
"5/30/2015 2:00",38,99,137,9,9,NA,2015-05-30 02:00:00,2015,5,30,"Sat",2,2.19722457733622
"5/30/2015 3:00",42,71,113,8,19,NA,2015-05-30 03:00:00,2015,5,30,"Sat",3,2.94443897916644
"5/30/2015 4:00",14,29,43,8,15,NA,2015-05-30 04:00:00,2015,5,30,"Sat",4,2.70805020110221
"5/30/2015 5:00",25,29,54,8,11,NA,2015-05-30 05:00:00,2015,5,30,"Sat",5,2.39789527279837
"5/30/2015 6:00",34,20,54,9,15,NA,2015-05-30 06:00:00,2015,5,30,"Sat",6,2.70805020110221
"5/30/2015 7:00",62,22,84,10,19,NA,2015-05-30 07:00:00,2015,5,30,"Sat",7,2.94443897916644
"5/30/2015 8:00",124,66,190,11,24,NA,2015-05-30 08:00:00,2015,5,30,"Sat",8,3.17805383034795
"5/30/2015 9:00",254,106,360,12,28,NA,2015-05-30 09:00:00,2015,5,30,"Sat",9,3.3322045101752
"5/30/2015 10:00",334,137,471,13,32,NA,2015-05-30 10:00:00,2015,5,30,"Sat",10,3.46573590279973
"5/30/2015 11:00",244,175,419,10,37,NA,2015-05-30 11:00:00,2015,5,30,"Sat",11,3.61091791264422
"5/30/2015 12:00",314,180,494,12,20,NA,2015-05-30 12:00:00,2015,5,30,"Sat",12,2.99573227355399
"5/30/2015 13:00",301,204,505,10,32,NA,2015-05-30 13:00:00,2015,5,30,"Sat",13,3.46573590279973
"5/30/2015 14:00",214,198,412,11,17,NA,2015-05-30 14:00:00,2015,5,30,"Sat",14,2.83321334405622
"5/30/2015 15:00",261,217,478,12,20,NA,2015-05-30 15:00:00,2015,5,30,"Sat",15,2.99573227355399
"5/30/2015 16:00",200,234,434,12,9,NA,2015-05-30 16:00:00,2015,5,30,"Sat",16,2.19722457733622
"5/30/2015 17:00",248,248,496,15,13,NA,2015-05-30 17:00:00,2015,5,30,"Sat",17,2.56494935746154
"5/30/2015 18:00",261,273,534,14,19,NA,2015-05-30 18:00:00,2015,5,30,"Sat",18,2.94443897916644
"5/30/2015 19:00",348,254,602,14,15,NA,2015-05-30 19:00:00,2015,5,30,"Sat",19,2.70805020110221
"5/30/2015 20:00",205,180,385,13,9,NA,2015-05-30 20:00:00,2015,5,30,"Sat",20,2.19722457733622
"5/30/2015 21:00",178,123,301,10,7,NA,2015-05-30 21:00:00,2015,5,30,"Sat",21,1.94591014905531
"5/30/2015 22:00",162,225,387,7,4,NA,2015-05-30 22:00:00,2015,5,30,"Sat",22,1.38629436111989
"5/30/2015 23:00",118,138,256,6,0,NA,2015-05-30 23:00:00,2015,5,30,"Sat",23,-Inf
"5/31/2015 0:00",125,178,303,5,2,NA,2015-05-31 00:00:00,2015,5,31,"Sun",0,0.693147180559945
"5/31/2015 1:00",83,143,226,5,4,NA,2015-05-31 01:00:00,2015,5,31,"Sun",1,1.38629436111989
"5/31/2015 2:00",66,130,196,6,4,NA,2015-05-31 02:00:00,2015,5,31,"Sun",2,1.38629436111989
"5/31/2015 3:00",36,84,120,7,6,NA,2015-05-31 03:00:00,2015,5,31,"Sun",3,1.79175946922805
"5/31/2015 4:00",27,64,91,7,6,NA,2015-05-31 04:00:00,2015,5,31,"Sun",4,1.79175946922805
"5/31/2015 5:00",14,46,60,7,6,NA,2015-05-31 05:00:00,2015,5,31,"Sun",5,1.79175946922805
"5/31/2015 6:00",27,37,64,8,7,NA,2015-05-31 06:00:00,2015,5,31,"Sun",6,1.94591014905531
"5/31/2015 7:00",24,7,31,9,9,NA,2015-05-31 07:00:00,2015,5,31,"Sun",7,2.19722457733622
"5/31/2015 8:00",51,36,87,13,13,NA,2015-05-31 08:00:00,2015,5,31,"Sun",8,2.56494935746154
"5/31/2015 9:00",156,62,218,15,17,NA,2015-05-31 09:00:00,2015,5,31,"Sun",9,2.83321334405622
"5/31/2015 10:00",207,154,361,15,15,NA,2015-05-31 10:00:00,2015,5,31,"Sun",10,2.70805020110221
